数据集总长度：1115394
Before CTE Training: train eu loss: 1.1296963691711426, eval eu loss: 1.4524140357971191
Before CTE Training: train eu acc: 0.637939453125, eval eu acc: 0.5721435546875
epoch   0 summary: train_cos_loss : 0.027018, train_cro_loss : 4.2817, train_tot_loss : 0.0277, vocab_cos_loss : 0.0000, vocab_cro_loss : 0.0000, vocab_tot_loss : 0.0000, train loss: 4.1697, accuracy: 0.0493
epoch   1 summary: train_cos_loss : 0.027021, train_cro_loss : 4.1620, train_tot_loss : 0.0276, vocab_cos_loss : 0.0000, vocab_cro_loss : 0.0000, vocab_tot_loss : 0.0000, train loss: 4.0507, accuracy: 0.0931
epoch   2 summary: train_cos_loss : 0.026605, train_cro_loss : 4.0431, train_tot_loss : 0.0272, vocab_cos_loss : 0.0000, vocab_cro_loss : 0.0000, vocab_tot_loss : 0.0000, train loss: 3.9332, accuracy: 0.1408
epoch   3 summary: train_cos_loss : 0.026523, train_cro_loss : 3.9252, train_tot_loss : 0.0271, vocab_cos_loss : 0.0000, vocab_cro_loss : 0.0000, vocab_tot_loss : 0.0000, train loss: 3.8098, accuracy: 0.1920
epoch   4 summary: train_cos_loss : 0.026476, train_cro_loss : 3.8014, train_tot_loss : 0.0270, vocab_cos_loss : 0.0000, vocab_cro_loss : 0.0000, vocab_tot_loss : 0.0000, train loss: 3.6791, accuracy: 0.2479
epoch   5 summary: train_cos_loss : 0.026447, train_cro_loss : 3.6709, train_tot_loss : 0.0270, vocab_cos_loss : 0.0000, vocab_cro_loss : 0.0000, vocab_tot_loss : 0.0000, train loss: 3.5568, accuracy: 0.3002
epoch   6 summary: train_cos_loss : 0.026431, train_cro_loss : 3.5486, train_tot_loss : 0.0270, vocab_cos_loss : 0.0000, vocab_cro_loss : 0.0000, vocab_tot_loss : 0.0000, train loss: 3.4356, accuracy: 0.3500
epoch   7 summary: train_cos_loss : 0.026162, train_cro_loss : 3.4275, train_tot_loss : 0.0267, vocab_cos_loss : 0.0000, vocab_cro_loss : 0.0000, vocab_tot_loss : 0.0000, train loss: 3.3095, accuracy: 0.3965
epoch   8 summary: train_cos_loss : 0.025647, train_cro_loss : 3.3014, train_tot_loss : 0.0261, vocab_cos_loss : 0.0000, vocab_cro_loss : 0.0000, vocab_tot_loss : 0.0000, train loss: 3.1930, accuracy: 0.4372
epoch   9 summary: train_cos_loss : 0.025462, train_cro_loss : 3.1855, train_tot_loss : 0.0259, vocab_cos_loss : 0.0000, vocab_cro_loss : 0.0000, vocab_tot_loss : 0.0000, train loss: 3.1097, accuracy: 0.4621
epoch  10 summary: train_cos_loss : 0.025653, train_cro_loss : 3.1025, train_tot_loss : 0.0261, vocab_cos_loss : 0.0000, vocab_cro_loss : 0.0000, vocab_tot_loss : 0.0000, train loss: 3.0008, accuracy: 0.4911
epoch  11 summary: train_cos_loss : 0.024982, train_cro_loss : 2.9941, train_tot_loss : 0.0254, vocab_cos_loss : 0.0000, vocab_cro_loss : 0.0000, vocab_tot_loss : 0.0000, train loss: 2.9199, accuracy: 0.5125
epoch  12 summary: train_cos_loss : 0.024910, train_cro_loss : 2.9134, train_tot_loss : 0.0253, vocab_cos_loss : 0.0000, vocab_cro_loss : 0.0000, vocab_tot_loss : 0.0000, train loss: 2.8486, accuracy: 0.5320
epoch  13 summary: train_cos_loss : 0.024775, train_cro_loss : 2.8428, train_tot_loss : 0.0252, vocab_cos_loss : 0.0000, vocab_cro_loss : 0.0000, vocab_tot_loss : 0.0000, train loss: 2.7666, accuracy: 0.5479
epoch  14 summary: train_cos_loss : 0.024651, train_cro_loss : 2.7612, train_tot_loss : 0.0251, vocab_cos_loss : 0.0000, vocab_cro_loss : 0.0000, vocab_tot_loss : 0.0000, train loss: 2.6838, accuracy: 0.5624
epoch  15 summary: train_cos_loss : 0.024314, train_cro_loss : 2.6787, train_tot_loss : 0.0247, vocab_cos_loss : 0.0000, vocab_cro_loss : 0.0000, vocab_tot_loss : 0.0000, train loss: 2.6145, accuracy: 0.5724
epoch  16 summary: train_cos_loss : 0.023992, train_cro_loss : 2.6099, train_tot_loss : 0.0244, vocab_cos_loss : 0.0000, vocab_cro_loss : 0.0000, vocab_tot_loss : 0.0000, train loss: 2.5707, accuracy: 0.5800
epoch  17 summary: train_cos_loss : 0.023829, train_cro_loss : 2.5665, train_tot_loss : 0.0242, vocab_cos_loss : 0.0000, vocab_cro_loss : 0.0000, vocab_tot_loss : 0.0000, train loss: 2.5389, accuracy: 0.5840
epoch  18 summary: train_cos_loss : 0.023886, train_cro_loss : 2.5352, train_tot_loss : 0.0243, vocab_cos_loss : 0.0000, vocab_cro_loss : 0.0000, vocab_tot_loss : 0.0000, train loss: 2.4977, accuracy: 0.5846
epoch  19 summary: train_cos_loss : 0.023065, train_cro_loss : 2.4942, train_tot_loss : 0.0234, vocab_cos_loss : 0.0000, vocab_cro_loss : 0.0000, vocab_tot_loss : 0.0000, train loss: 2.4478, accuracy: 0.5857
epoch  20 summary: train_cos_loss : 0.023093, train_cro_loss : 2.4448, train_tot_loss : 0.0235, vocab_cos_loss : 0.0000, vocab_cro_loss : 0.0000, vocab_tot_loss : 0.0000, train loss: 2.4074, accuracy: 0.5846
epoch  21 summary: train_cos_loss : 0.023040, train_cro_loss : 2.4046, train_tot_loss : 0.0234, vocab_cos_loss : 0.0000, vocab_cro_loss : 0.0000, vocab_tot_loss : 0.0000, train loss: 2.3693, accuracy: 0.5837
