数据集总长度：1115394
Before CTE Training: train eu loss: 1.1262810230255127, eval eu loss: 1.4524140357971191
Before CTE Training: train eu acc: 0.64453125, eval eu acc: 0.5721435546875
epoch   0 summary: train_cos_loss : 0.027815, train_cro_loss : 4.1424, train_tot_loss : 0.0284, vocab_cos_loss : 0.0000, vocab_cro_loss : 0.0000, vocab_tot_loss : 0.0000, train loss: 3.9655, accuracy: 0.1367
epoch   1 summary: train_cos_loss : 0.026602, train_cro_loss : 4.0539, train_tot_loss : 0.0272, vocab_cos_loss : 0.0000, vocab_cro_loss : 0.0000, vocab_tot_loss : 0.0000, train loss: 3.5036, accuracy: 0.2595
epoch   2 summary: train_cos_loss : 0.026552, train_cro_loss : 3.9603, train_tot_loss : 0.0271, vocab_cos_loss : 0.0000, vocab_cro_loss : 0.0000, vocab_tot_loss : 0.0000, train loss: 3.1743, accuracy: 0.3359
epoch   3 summary: train_cos_loss : 0.025261, train_cro_loss : 3.8960, train_tot_loss : 0.0258, vocab_cos_loss : 0.0000, vocab_cro_loss : 0.0000, vocab_tot_loss : 0.0000, train loss: 2.8414, accuracy: 0.4185
epoch   4 summary: train_cos_loss : 0.023910, train_cro_loss : 3.8296, train_tot_loss : 0.0245, vocab_cos_loss : 0.0000, vocab_cro_loss : 0.0000, vocab_tot_loss : 0.0000, train loss: 2.6146, accuracy: 0.4697
epoch   5 summary: train_cos_loss : 0.022785, train_cro_loss : 3.7774, train_tot_loss : 0.0233, vocab_cos_loss : 0.0000, vocab_cro_loss : 0.0000, vocab_tot_loss : 0.0000, train loss: 2.4686, accuracy: 0.4990
epoch   6 summary: train_cos_loss : 0.020984, train_cro_loss : 3.7362, train_tot_loss : 0.0215, vocab_cos_loss : 0.0000, vocab_cro_loss : 0.0000, vocab_tot_loss : 0.0000, train loss: 2.3526, accuracy: 0.5208
epoch   7 summary: train_cos_loss : 0.018890, train_cro_loss : 3.7024, train_tot_loss : 0.0194, vocab_cos_loss : 0.0000, vocab_cro_loss : 0.0000, vocab_tot_loss : 0.0000, train loss: 2.2732, accuracy: 0.5322
epoch   8 summary: train_cos_loss : 0.016871, train_cro_loss : 3.6725, train_tot_loss : 0.0174, vocab_cos_loss : 0.0000, vocab_cro_loss : 0.0000, vocab_tot_loss : 0.0000, train loss: 2.2198, accuracy: 0.5415
epoch   9 summary: train_cos_loss : 0.015319, train_cro_loss : 3.6631, train_tot_loss : 0.0159, vocab_cos_loss : 0.0000, vocab_cro_loss : 0.0000, vocab_tot_loss : 0.0000, train loss: 2.2183, accuracy: 0.5322
epoch  10 summary: train_cos_loss : 0.013811, train_cro_loss : 3.6503, train_tot_loss : 0.0144, vocab_cos_loss : 0.0000, vocab_cro_loss : 0.0000, vocab_tot_loss : 0.0000, train loss: 2.2035, accuracy: 0.5347
epoch  11 summary: train_cos_loss : 0.012976, train_cro_loss : 3.6347, train_tot_loss : 0.0135, vocab_cos_loss : 0.0000, vocab_cro_loss : 0.0000, vocab_tot_loss : 0.0000, train loss: 2.1796, accuracy: 0.5325
epoch  12 summary: train_cos_loss : 0.011558, train_cro_loss : 3.6217, train_tot_loss : 0.0121, vocab_cos_loss : 0.0000, vocab_cro_loss : 0.0000, vocab_tot_loss : 0.0000, train loss: 2.1668, accuracy: 0.5310
epoch  13 summary: train_cos_loss : 0.010682, train_cro_loss : 3.6072, train_tot_loss : 0.0112, vocab_cos_loss : 0.0000, vocab_cro_loss : 0.0000, vocab_tot_loss : 0.0000, train loss: 2.1524, accuracy: 0.5337
epoch  14 summary: train_cos_loss : 0.010131, train_cro_loss : 3.5888, train_tot_loss : 0.0107, vocab_cos_loss : 0.0000, vocab_cro_loss : 0.0000, vocab_tot_loss : 0.0000, train loss: 2.1262, accuracy: 0.5452
epoch  15 summary: train_cos_loss : 0.009707, train_cro_loss : 3.5813, train_tot_loss : 0.0102, vocab_cos_loss : 0.0000, vocab_cro_loss : 0.0000, vocab_tot_loss : 0.0000, train loss: 2.0798, accuracy: 0.5496
epoch  16 summary: train_cos_loss : 0.010033, train_cro_loss : 3.5665, train_tot_loss : 0.0106, vocab_cos_loss : 0.0000, vocab_cro_loss : 0.0000, vocab_tot_loss : 0.0000, train loss: 2.0667, accuracy: 0.5457
epoch  17 summary: train_cos_loss : 0.008368, train_cro_loss : 3.5540, train_tot_loss : 0.0089, vocab_cos_loss : 0.0000, vocab_cro_loss : 0.0000, vocab_tot_loss : 0.0000, train loss: 2.0570, accuracy: 0.5500
epoch  18 summary: train_cos_loss : 0.008149, train_cro_loss : 3.5385, train_tot_loss : 0.0087, vocab_cos_loss : 0.0000, vocab_cro_loss : 0.0000, vocab_tot_loss : 0.0000, train loss: 2.0312, accuracy: 0.5535
epoch  19 summary: train_cos_loss : 0.007256, train_cro_loss : 3.5260, train_tot_loss : 0.0078, vocab_cos_loss : 0.0000, vocab_cro_loss : 0.0000, vocab_tot_loss : 0.0000, train loss: 2.0072, accuracy: 0.5588
epoch  20 summary: train_cos_loss : 0.007518, train_cro_loss : 3.5122, train_tot_loss : 0.0080, vocab_cos_loss : 0.0000, vocab_cro_loss : 0.0000, vocab_tot_loss : 0.0000, train loss: 1.9872, accuracy: 0.5618
epoch  21 summary: train_cos_loss : 0.007185, train_cro_loss : 3.4979, train_tot_loss : 0.0077, vocab_cos_loss : 0.0000, vocab_cro_loss : 0.0000, vocab_tot_loss : 0.0000, train loss: 1.9686, accuracy: 0.5625
epoch  22 summary: train_cos_loss : 0.007084, train_cro_loss : 3.4947, train_tot_loss : 0.0076, vocab_cos_loss : 0.0000, vocab_cro_loss : 0.0000, vocab_tot_loss : 0.0000, train loss: 1.9466, accuracy: 0.5698
epoch  23 summary: train_cos_loss : 0.006720, train_cro_loss : 3.4819, train_tot_loss : 0.0072, vocab_cos_loss : 0.0000, vocab_cro_loss : 0.0000, vocab_tot_loss : 0.0000, train loss: 1.9294, accuracy: 0.5720
epoch  24 summary: train_cos_loss : 0.007070, train_cro_loss : 3.4685, train_tot_loss : 0.0076, vocab_cos_loss : 0.0000, vocab_cro_loss : 0.0000, vocab_tot_loss : 0.0000, train loss: 1.8909, accuracy: 0.5789
epoch  25 summary: train_cos_loss : 0.006487, train_cro_loss : 3.4528, train_tot_loss : 0.0070, vocab_cos_loss : 0.0000, vocab_cro_loss : 0.0000, vocab_tot_loss : 0.0000, train loss: 1.8705, accuracy: 0.5862
epoch  26 summary: train_cos_loss : 0.006722, train_cro_loss : 3.4385, train_tot_loss : 0.0072, vocab_cos_loss : 0.0000, vocab_cro_loss : 0.0000, vocab_tot_loss : 0.0000, train loss: 1.8471, accuracy: 0.5908
epoch  27 summary: train_cos_loss : 0.007010, train_cro_loss : 3.4301, train_tot_loss : 0.0075, vocab_cos_loss : 0.0000, vocab_cro_loss : 0.0000, vocab_tot_loss : 0.0000, train loss: 1.8423, accuracy: 0.5869
epoch  28 summary: train_cos_loss : 0.006275, train_cro_loss : 3.4212, train_tot_loss : 0.0068, vocab_cos_loss : 0.0000, vocab_cro_loss : 0.0000, vocab_tot_loss : 0.0000, train loss: 1.8185, accuracy: 0.5942
epoch  29 summary: train_cos_loss : 0.005989, train_cro_loss : 3.4112, train_tot_loss : 0.0065, vocab_cos_loss : 0.0000, vocab_cro_loss : 0.0000, vocab_tot_loss : 0.0000, train loss: 1.7995, accuracy: 0.5972
epoch  30 summary: train_cos_loss : 0.006759, train_cro_loss : 3.4070, train_tot_loss : 0.0073, vocab_cos_loss : 0.0000, vocab_cro_loss : 0.0000, vocab_tot_loss : 0.0000, train loss: 1.7940, accuracy: 0.5969
epoch  31 summary: train_cos_loss : 0.005802, train_cro_loss : 3.4011, train_tot_loss : 0.0063, vocab_cos_loss : 0.0000, vocab_cro_loss : 0.0000, vocab_tot_loss : 0.0000, train loss: 1.7993, accuracy: 0.5942
epoch  32 summary: train_cos_loss : 0.006616, train_cro_loss : 3.3931, train_tot_loss : 0.0071, vocab_cos_loss : 0.0000, vocab_cro_loss : 0.0000, vocab_tot_loss : 0.0000, train loss: 1.7952, accuracy: 0.5964
epoch  33 summary: train_cos_loss : 0.006303, train_cro_loss : 3.3840, train_tot_loss : 0.0068, vocab_cos_loss : 0.0000, vocab_cro_loss : 0.0000, vocab_tot_loss : 0.0000, train loss: 1.7726, accuracy: 0.6045
epoch  34 summary: train_cos_loss : 0.006033, train_cro_loss : 3.3744, train_tot_loss : 0.0065, vocab_cos_loss : 0.0000, vocab_cro_loss : 0.0000, vocab_tot_loss : 0.0000, train loss: 1.7604, accuracy: 0.6094
epoch  35 summary: train_cos_loss : 0.006005, train_cro_loss : 3.3676, train_tot_loss : 0.0065, vocab_cos_loss : 0.0000, vocab_cro_loss : 0.0000, vocab_tot_loss : 0.0000, train loss: 1.7498, accuracy: 0.6089
epoch  36 summary: train_cos_loss : 0.006006, train_cro_loss : 3.3599, train_tot_loss : 0.0065, vocab_cos_loss : 0.0000, vocab_cro_loss : 0.0000, vocab_tot_loss : 0.0000, train loss: 1.7393, accuracy: 0.6096
epoch  37 summary: train_cos_loss : 0.006256, train_cro_loss : 3.3592, train_tot_loss : 0.0068, vocab_cos_loss : 0.0000, vocab_cro_loss : 0.0000, vocab_tot_loss : 0.0000, train loss: 1.7544, accuracy: 0.6003
epoch  38 summary: train_cos_loss : 0.005738, train_cro_loss : 3.3559, train_tot_loss : 0.0062, vocab_cos_loss : 0.0000, vocab_cro_loss : 0.0000, vocab_tot_loss : 0.0000, train loss: 1.7394, accuracy: 0.5996
epoch  39 summary: train_cos_loss : 0.006436, train_cro_loss : 3.3551, train_tot_loss : 0.0069, vocab_cos_loss : 0.0000, vocab_cro_loss : 0.0000, vocab_tot_loss : 0.0000, train loss: 1.7502, accuracy: 0.5984
epoch  40 summary: train_cos_loss : 0.006450, train_cro_loss : 3.3521, train_tot_loss : 0.0070, vocab_cos_loss : 0.0000, vocab_cro_loss : 0.0000, vocab_tot_loss : 0.0000, train loss: 1.7412, accuracy: 0.5986
epoch  41 summary: train_cos_loss : 0.006167, train_cro_loss : 3.3546, train_tot_loss : 0.0067, vocab_cos_loss : 0.0000, vocab_cro_loss : 0.0000, vocab_tot_loss : 0.0000, train loss: 1.7478, accuracy: 0.5994
epoch  42 summary: train_cos_loss : 0.006153, train_cro_loss : 3.3468, train_tot_loss : 0.0067, vocab_cos_loss : 0.0000, vocab_cro_loss : 0.0000, vocab_tot_loss : 0.0000, train loss: 1.7216, accuracy: 0.5996
epoch  43 summary: train_cos_loss : 0.006134, train_cro_loss : 3.3385, train_tot_loss : 0.0066, vocab_cos_loss : 0.0000, vocab_cro_loss : 0.0000, vocab_tot_loss : 0.0000, train loss: 1.7039, accuracy: 0.6074
