数据集总长度：1115394
Before CTE Training: train eu loss: 1.1262810230255127, eval eu loss: 1.4524140357971191
Before CTE Training: train eu acc: 0.64453125, eval eu acc: 0.5721435546875
epoch   0 summary: train_cos_loss : 0.026849, train_cro_loss : 4.0505, train_tot_loss : 0.0275, vocab_cos_loss : 0.0000, vocab_cro_loss : 0.0000, vocab_tot_loss : 0.0000, train loss: 3.8806, accuracy: 0.1914
epoch   1 summary: train_cos_loss : 0.025152, train_cro_loss : 3.7393, train_tot_loss : 0.0257, vocab_cos_loss : 0.0000, vocab_cro_loss : 0.0000, vocab_tot_loss : 0.0000, train loss: 3.1538, accuracy: 0.3423
epoch   2 summary: train_cos_loss : 0.023230, train_cro_loss : 3.5100, train_tot_loss : 0.0238, vocab_cos_loss : 0.0000, vocab_cro_loss : 0.0000, vocab_tot_loss : 0.0000, train loss: 2.8034, accuracy: 0.4236
epoch   3 summary: train_cos_loss : 0.020534, train_cro_loss : 3.3640, train_tot_loss : 0.0210, vocab_cos_loss : 0.0000, vocab_cro_loss : 0.0000, vocab_tot_loss : 0.0000, train loss: 2.6551, accuracy: 0.4580
epoch   4 summary: train_cos_loss : 0.017350, train_cro_loss : 3.3141, train_tot_loss : 0.0178, vocab_cos_loss : 0.0000, vocab_cro_loss : 0.0000, vocab_tot_loss : 0.0000, train loss: 2.6492, accuracy: 0.4648
epoch   5 summary: train_cos_loss : 0.014740, train_cro_loss : 3.2748, train_tot_loss : 0.0152, vocab_cos_loss : 0.0000, vocab_cro_loss : 0.0000, vocab_tot_loss : 0.0000, train loss: 2.5746, accuracy: 0.4768
epoch   6 summary: train_cos_loss : 0.013579, train_cro_loss : 3.3588, train_tot_loss : 0.0141, vocab_cos_loss : 0.0000, vocab_cro_loss : 0.0000, vocab_tot_loss : 0.0000, train loss: 2.5491, accuracy: 0.4788
epoch   7 summary: train_cos_loss : 0.011499, train_cro_loss : 3.3345, train_tot_loss : 0.0120, vocab_cos_loss : 0.0000, vocab_cro_loss : 0.0000, vocab_tot_loss : 0.0000, train loss: 2.4652, accuracy: 0.4873
epoch   8 summary: train_cos_loss : 0.010369, train_cro_loss : 3.3080, train_tot_loss : 0.0109, vocab_cos_loss : 0.0000, vocab_cro_loss : 0.0000, vocab_tot_loss : 0.0000, train loss: 2.3944, accuracy: 0.5005
epoch   9 summary: train_cos_loss : 0.009603, train_cro_loss : 3.3007, train_tot_loss : 0.0101, vocab_cos_loss : 0.0000, vocab_cro_loss : 0.0000, vocab_tot_loss : 0.0000, train loss: 2.3979, accuracy: 0.5056
epoch  10 summary: train_cos_loss : 0.009129, train_cro_loss : 3.3041, train_tot_loss : 0.0096, vocab_cos_loss : 0.0000, vocab_cro_loss : 0.0000, vocab_tot_loss : 0.0000, train loss: 2.3793, accuracy: 0.5027
