Before CTE Training: train eu loss: 1.0375890731811523, eval eu loss: 1.4517745971679688
Before CTE Training: train eu acc: 0.6748046875, eval eu acc: 0.5794677734375
epoch   0 summary: dyn_dyn_cos_loss: 0.02237, dyn_sta_cos_loss: 0.00720, total_cos_loss : 0.01933, vocab_cro_loss : 4.60217, 
train loss: 3.9430, train acc: 0.1230
epoch   1 summary: dyn_dyn_cos_loss: 0.00000, dyn_sta_cos_loss: 0.00000, total_cos_loss : 0.00000, vocab_cro_loss : 3.94192, 
epoch   2 summary: dyn_dyn_cos_loss: 0.02061, dyn_sta_cos_loss: 0.00653, total_cos_loss : 0.01780, vocab_cro_loss : 3.54270, 
epoch   3 summary: dyn_dyn_cos_loss: 0.00000, dyn_sta_cos_loss: 0.00000, total_cos_loss : 0.00000, vocab_cro_loss : 2.78857, 
epoch   4 summary: dyn_dyn_cos_loss: 0.01760, dyn_sta_cos_loss: 0.00516, total_cos_loss : 0.01511, vocab_cro_loss : 2.56447, 
epoch   5 summary: dyn_dyn_cos_loss: 0.00000, dyn_sta_cos_loss: 0.00000, total_cos_loss : 0.00000, vocab_cro_loss : 2.22001, 
epoch   6 summary: dyn_dyn_cos_loss: 0.01324, dyn_sta_cos_loss: 0.00396, total_cos_loss : 0.01138, vocab_cro_loss : 2.08013, 
epoch   7 summary: dyn_dyn_cos_loss: 0.00000, dyn_sta_cos_loss: 0.00000, total_cos_loss : 0.00000, vocab_cro_loss : 1.99015, 
epoch   8 summary: dyn_dyn_cos_loss: 0.00908, dyn_sta_cos_loss: 0.00330, total_cos_loss : 0.00792, vocab_cro_loss : 1.95742, 
epoch   9 summary: dyn_dyn_cos_loss: 0.00000, dyn_sta_cos_loss: 0.00000, total_cos_loss : 0.00000, vocab_cro_loss : 1.92418, 
epoch  10 summary: dyn_dyn_cos_loss: 0.00602, dyn_sta_cos_loss: 0.00309, total_cos_loss : 0.00543, vocab_cro_loss : 1.87609, 
train loss: 1.8690, train acc: 0.4883
