Before CTE Training: train eu loss: 1.0375890731811523, eval eu loss: 1.4517745971679688
Before CTE Training: train eu acc: 0.6748046875, eval eu acc: 0.5794677734375
epoch   0 summary: dyn_dyn_cos_loss: 0.02258, dyn_sta_cos_loss: 0.00699, total_cos_loss : 0.00855, vocab_cro_loss : 4.60217, 
train loss: 3.3511, train acc: 0.2783
epoch   1 summary: dyn_dyn_cos_loss: 0.00000, dyn_sta_cos_loss: 0.00000, total_cos_loss : 0.00000, vocab_cro_loss : 3.34973, 
epoch   2 summary: dyn_dyn_cos_loss: 0.01942, dyn_sta_cos_loss: 0.00571, total_cos_loss : 0.00708, vocab_cro_loss : 2.88229, 
epoch   3 summary: dyn_dyn_cos_loss: 0.00000, dyn_sta_cos_loss: 0.00000, total_cos_loss : 0.00000, vocab_cro_loss : 2.10690, 
epoch   4 summary: dyn_dyn_cos_loss: 0.01523, dyn_sta_cos_loss: 0.00421, total_cos_loss : 0.00531, vocab_cro_loss : 1.92249, 
epoch   5 summary: dyn_dyn_cos_loss: 0.00000, dyn_sta_cos_loss: 0.00000, total_cos_loss : 0.00000, vocab_cro_loss : 1.67765, 
epoch   6 summary: dyn_dyn_cos_loss: 0.01109, dyn_sta_cos_loss: 0.00329, total_cos_loss : 0.00407, vocab_cro_loss : 1.59231, 
epoch   7 summary: dyn_dyn_cos_loss: 0.00000, dyn_sta_cos_loss: 0.00000, total_cos_loss : 0.00000, vocab_cro_loss : 1.54328, 
epoch   8 summary: dyn_dyn_cos_loss: 0.00802, dyn_sta_cos_loss: 0.00289, total_cos_loss : 0.00340, vocab_cro_loss : 1.52371, 
epoch   9 summary: dyn_dyn_cos_loss: 0.00000, dyn_sta_cos_loss: 0.00000, total_cos_loss : 0.00000, vocab_cro_loss : 1.45944, 
epoch  10 summary: dyn_dyn_cos_loss: 0.00626, dyn_sta_cos_loss: 0.00282, total_cos_loss : 0.00317, vocab_cro_loss : 1.42419, 
train loss: 1.4436, train acc: 0.6084
epoch  11 summary: dyn_dyn_cos_loss: 0.00000, dyn_sta_cos_loss: 0.00000, total_cos_loss : 0.00000, vocab_cro_loss : 1.44272, 
epoch  12 summary: dyn_dyn_cos_loss: 0.00481, dyn_sta_cos_loss: 0.00246, total_cos_loss : 0.00270, vocab_cro_loss : 1.42809, 
epoch  13 summary: dyn_dyn_cos_loss: 0.00000, dyn_sta_cos_loss: 0.00000, total_cos_loss : 0.00000, vocab_cro_loss : 1.49689, 
epoch  14 summary: dyn_dyn_cos_loss: 0.00379, dyn_sta_cos_loss: 0.00233, total_cos_loss : 0.00247, vocab_cro_loss : 1.42201, 
epoch  15 summary: dyn_dyn_cos_loss: 0.00000, dyn_sta_cos_loss: 0.00000, total_cos_loss : 0.00000, vocab_cro_loss : 1.54676, 
epoch  16 summary: dyn_dyn_cos_loss: 0.00317, dyn_sta_cos_loss: 0.00227, total_cos_loss : 0.00236, vocab_cro_loss : 1.59360, 
epoch  17 summary: dyn_dyn_cos_loss: 0.00000, dyn_sta_cos_loss: 0.00000, total_cos_loss : 0.00000, vocab_cro_loss : 1.77543, 
epoch  18 summary: dyn_dyn_cos_loss: 0.00295, dyn_sta_cos_loss: 0.00246, total_cos_loss : 0.00251, vocab_cro_loss : 1.66174, 
epoch  19 summary: dyn_dyn_cos_loss: 0.00000, dyn_sta_cos_loss: 0.00000, total_cos_loss : 0.00000, vocab_cro_loss : 1.64494, 
epoch  20 summary: dyn_dyn_cos_loss: 0.00300, dyn_sta_cos_loss: 0.00243, total_cos_loss : 0.00248, vocab_cro_loss : 1.64088, 
train loss: 1.5722, train acc: 0.5879
epoch  21 summary: dyn_dyn_cos_loss: 0.00000, dyn_sta_cos_loss: 0.00000, total_cos_loss : 0.00000, vocab_cro_loss : 1.57127, 
epoch  22 summary: dyn_dyn_cos_loss: 0.00301, dyn_sta_cos_loss: 0.00231, total_cos_loss : 0.00238, vocab_cro_loss : 1.44478, 
epoch  23 summary: dyn_dyn_cos_loss: 0.00000, dyn_sta_cos_loss: 0.00000, total_cos_loss : 0.00000, vocab_cro_loss : 1.58081, 
epoch  24 summary: dyn_dyn_cos_loss: 0.00282, dyn_sta_cos_loss: 0.00247, total_cos_loss : 0.00251, vocab_cro_loss : 1.55768, 
epoch  25 summary: dyn_dyn_cos_loss: 0.00000, dyn_sta_cos_loss: 0.00000, total_cos_loss : 0.00000, vocab_cro_loss : 1.56158, 
epoch  26 summary: dyn_dyn_cos_loss: 0.00285, dyn_sta_cos_loss: 0.00213, total_cos_loss : 0.00220, vocab_cro_loss : 1.46709, 
epoch  27 summary: dyn_dyn_cos_loss: 0.00000, dyn_sta_cos_loss: 0.00000, total_cos_loss : 0.00000, vocab_cro_loss : 1.45332, 
epoch  28 summary: dyn_dyn_cos_loss: 0.00252, dyn_sta_cos_loss: 0.00210, total_cos_loss : 0.00215, vocab_cro_loss : 1.40967, 
epoch  29 summary: dyn_dyn_cos_loss: 0.00000, dyn_sta_cos_loss: 0.00000, total_cos_loss : 0.00000, vocab_cro_loss : 1.75602, 
epoch  30 summary: dyn_dyn_cos_loss: 0.00261, dyn_sta_cos_loss: 0.00240, total_cos_loss : 0.00242, vocab_cro_loss : 1.62130, 
train loss: 1.5839, train acc: 0.5732
epoch  31 summary: dyn_dyn_cos_loss: 0.00000, dyn_sta_cos_loss: 0.00000, total_cos_loss : 0.00000, vocab_cro_loss : 1.58289, 
epoch  32 summary: dyn_dyn_cos_loss: 0.00352, dyn_sta_cos_loss: 0.00225, total_cos_loss : 0.00237, vocab_cro_loss : 1.46412, 
epoch  33 summary: dyn_dyn_cos_loss: 0.00000, dyn_sta_cos_loss: 0.00000, total_cos_loss : 0.00000, vocab_cro_loss : 1.55439, 
epoch  34 summary: dyn_dyn_cos_loss: 0.00312, dyn_sta_cos_loss: 0.00195, total_cos_loss : 0.00207, vocab_cro_loss : 1.41775, 
epoch  35 summary: dyn_dyn_cos_loss: 0.00000, dyn_sta_cos_loss: 0.00000, total_cos_loss : 0.00000, vocab_cro_loss : 1.43072, 
epoch  36 summary: dyn_dyn_cos_loss: 0.00286, dyn_sta_cos_loss: 0.00195, total_cos_loss : 0.00205, vocab_cro_loss : 1.39080, 
epoch  37 summary: dyn_dyn_cos_loss: 0.00000, dyn_sta_cos_loss: 0.00000, total_cos_loss : 0.00000, vocab_cro_loss : 1.53867, 
epoch  38 summary: dyn_dyn_cos_loss: 0.00267, dyn_sta_cos_loss: 0.00199, total_cos_loss : 0.00206, vocab_cro_loss : 1.59490, 
