数据集总长度：1115394
Before CTE Training: train eu loss: 1.1262810230255127, eval eu loss: 1.4524140357971191
Before CTE Training: train eu acc: 0.64453125, eval eu acc: 0.5721435546875
epoch   0 summary: train_cos_loss : 0.027171, train_cro_loss : 4.2811, train_tot_loss : 0.0278, vocab_cos_loss : 0.0000, vocab_cro_loss : 0.0000, vocab_tot_loss : 0.0000, train loss: 4.1761, accuracy: 0.0447
epoch   1 summary: train_cos_loss : 0.028133, train_cro_loss : 4.1695, train_tot_loss : 0.0288, vocab_cos_loss : 0.0000, vocab_cro_loss : 0.0000, vocab_tot_loss : 0.0000, train loss: 4.0744, accuracy: 0.0789
epoch   2 summary: train_cos_loss : 0.027026, train_cro_loss : 4.0674, train_tot_loss : 0.0276, vocab_cos_loss : 0.0000, vocab_cro_loss : 0.0000, vocab_tot_loss : 0.0000, train loss: 3.9683, accuracy: 0.1194
epoch   3 summary: train_cos_loss : 0.027121, train_cro_loss : 3.9608, train_tot_loss : 0.0277, vocab_cos_loss : 0.0000, vocab_cro_loss : 0.0000, vocab_tot_loss : 0.0000, train loss: 3.8604, accuracy: 0.1677
epoch   4 summary: train_cos_loss : 0.028145, train_cro_loss : 3.8525, train_tot_loss : 0.0287, vocab_cos_loss : 0.0000, vocab_cro_loss : 0.0000, vocab_tot_loss : 0.0000, train loss: 3.7477, accuracy: 0.2131
epoch   5 summary: train_cos_loss : 0.027589, train_cro_loss : 3.7405, train_tot_loss : 0.0281, vocab_cos_loss : 0.0000, vocab_cro_loss : 0.0000, vocab_tot_loss : 0.0000, train loss: 3.6338, accuracy: 0.2625
epoch   6 summary: train_cos_loss : 0.026848, train_cro_loss : 3.6267, train_tot_loss : 0.0274, vocab_cos_loss : 0.0000, vocab_cro_loss : 0.0000, vocab_tot_loss : 0.0000, train loss: 3.5286, accuracy: 0.3142
epoch   7 summary: train_cos_loss : 0.026501, train_cro_loss : 3.5214, train_tot_loss : 0.0270, vocab_cos_loss : 0.0000, vocab_cro_loss : 0.0000, vocab_tot_loss : 0.0000, train loss: 3.4180, accuracy: 0.3601
epoch   8 summary: train_cos_loss : 0.025688, train_cro_loss : 3.4108, train_tot_loss : 0.0262, vocab_cos_loss : 0.0000, vocab_cro_loss : 0.0000, vocab_tot_loss : 0.0000, train loss: 3.3076, accuracy: 0.4001
epoch   9 summary: train_cos_loss : 0.025968, train_cro_loss : 3.3010, train_tot_loss : 0.0265, vocab_cos_loss : 0.0000, vocab_cro_loss : 0.0000, vocab_tot_loss : 0.0000, train loss: 3.2205, accuracy: 0.4304
epoch  10 summary: train_cos_loss : 0.025491, train_cro_loss : 3.2141, train_tot_loss : 0.0260, vocab_cos_loss : 0.0000, vocab_cro_loss : 0.0000, vocab_tot_loss : 0.0000, train loss: 3.1298, accuracy: 0.4590
epoch  11 summary: train_cos_loss : 0.025393, train_cro_loss : 3.1240, train_tot_loss : 0.0259, vocab_cos_loss : 0.0000, vocab_cro_loss : 0.0000, vocab_tot_loss : 0.0000, train loss: 3.0468, accuracy: 0.4827
epoch  12 summary: train_cos_loss : 0.025287, train_cro_loss : 3.0411, train_tot_loss : 0.0257, vocab_cos_loss : 0.0000, vocab_cro_loss : 0.0000, vocab_tot_loss : 0.0000, train loss: 2.9926, accuracy: 0.4888
epoch  13 summary: train_cos_loss : 0.024958, train_cro_loss : 2.9875, train_tot_loss : 0.0254, vocab_cos_loss : 0.0000, vocab_cro_loss : 0.0000, vocab_tot_loss : 0.0000, train loss: 2.9189, accuracy: 0.5056
epoch  14 summary: train_cos_loss : 0.024461, train_cro_loss : 2.9139, train_tot_loss : 0.0249, vocab_cos_loss : 0.0000, vocab_cro_loss : 0.0000, vocab_tot_loss : 0.0000, train loss: 2.8563, accuracy: 0.5242
epoch  15 summary: train_cos_loss : 0.024224, train_cro_loss : 2.8522, train_tot_loss : 0.0246, vocab_cos_loss : 0.0000, vocab_cro_loss : 0.0000, vocab_tot_loss : 0.0000, train loss: 2.8064, accuracy: 0.5315
epoch  16 summary: train_cos_loss : 0.024076, train_cro_loss : 2.8024, train_tot_loss : 0.0245, vocab_cos_loss : 0.0000, vocab_cro_loss : 0.0000, vocab_tot_loss : 0.0000, train loss: 2.7444, accuracy: 0.5439
epoch  17 summary: train_cos_loss : 0.023651, train_cro_loss : 2.7409, train_tot_loss : 0.0241, vocab_cos_loss : 0.0000, vocab_cro_loss : 0.0000, vocab_tot_loss : 0.0000, train loss: 2.6978, accuracy: 0.5525
epoch  18 summary: train_cos_loss : 0.024109, train_cro_loss : 2.6948, train_tot_loss : 0.0245, vocab_cos_loss : 0.0000, vocab_cro_loss : 0.0000, vocab_tot_loss : 0.0000, train loss: 2.6625, accuracy: 0.5503
epoch  19 summary: train_cos_loss : 0.023376, train_cro_loss : 2.6598, train_tot_loss : 0.0238, vocab_cos_loss : 0.0000, vocab_cro_loss : 0.0000, vocab_tot_loss : 0.0000, train loss: 2.6337, accuracy: 0.5503
epoch  20 summary: train_cos_loss : 0.023632, train_cro_loss : 2.6315, train_tot_loss : 0.0240, vocab_cos_loss : 0.0000, vocab_cro_loss : 0.0000, vocab_tot_loss : 0.0000, train loss: 2.6096, accuracy: 0.5520
epoch  21 summary: train_cos_loss : 0.022191, train_cro_loss : 2.6075, train_tot_loss : 0.0226, vocab_cos_loss : 0.0000, vocab_cro_loss : 0.0000, vocab_tot_loss : 0.0000, train loss: 2.5981, accuracy: 0.5562
epoch  22 summary: train_cos_loss : 0.021799, train_cro_loss : 2.5963, train_tot_loss : 0.0222, vocab_cos_loss : 0.0000, vocab_cro_loss : 0.0000, vocab_tot_loss : 0.0000, train loss: 2.5970, accuracy: 0.5503
epoch  23 summary: train_cos_loss : 0.021402, train_cro_loss : 2.5949, train_tot_loss : 0.0218, vocab_cos_loss : 0.0000, vocab_cro_loss : 0.0000, vocab_tot_loss : 0.0000, train loss: 2.5664, accuracy: 0.5466
epoch  24 summary: train_cos_loss : 0.021682, train_cro_loss : 2.5642, train_tot_loss : 0.0221, vocab_cos_loss : 0.0000, vocab_cro_loss : 0.0000, vocab_tot_loss : 0.0000, train loss: 2.5410, accuracy: 0.5542
epoch  25 summary: train_cos_loss : 0.020639, train_cro_loss : 2.5395, train_tot_loss : 0.0210, vocab_cos_loss : 0.0000, vocab_cro_loss : 0.0000, vocab_tot_loss : 0.0000, train loss: 2.5201, accuracy: 0.5510
epoch  26 summary: train_cos_loss : 0.019626, train_cro_loss : 2.5188, train_tot_loss : 0.0200, vocab_cos_loss : 0.0000, vocab_cro_loss : 0.0000, vocab_tot_loss : 0.0000, train loss: 2.5081, accuracy: 0.5493
epoch  27 summary: train_cos_loss : 0.019761, train_cro_loss : 2.5070, train_tot_loss : 0.0201, vocab_cos_loss : 0.0000, vocab_cro_loss : 0.0000, vocab_tot_loss : 0.0000, train loss: 2.4920, accuracy: 0.5459
epoch  28 summary: train_cos_loss : 0.019298, train_cro_loss : 2.4907, train_tot_loss : 0.0197, vocab_cos_loss : 0.0000, vocab_cro_loss : 0.0000, vocab_tot_loss : 0.0000, train loss: 2.4708, accuracy: 0.5503
epoch  29 summary: train_cos_loss : 0.018489, train_cro_loss : 2.4700, train_tot_loss : 0.0189, vocab_cos_loss : 0.0000, vocab_cro_loss : 0.0000, vocab_tot_loss : 0.0000, train loss: 2.4657, accuracy: 0.5461
epoch  30 summary: train_cos_loss : 0.018218, train_cro_loss : 2.4652, train_tot_loss : 0.0186, vocab_cos_loss : 0.0000, vocab_cro_loss : 0.0000, vocab_tot_loss : 0.0000, train loss: 2.4643, accuracy: 0.5422
epoch  31 summary: train_cos_loss : 0.016777, train_cro_loss : 2.4632, train_tot_loss : 0.0171, vocab_cos_loss : 0.0000, vocab_cro_loss : 0.0000, vocab_tot_loss : 0.0000, train loss: 2.4502, accuracy: 0.5452
epoch  32 summary: train_cos_loss : 0.017598, train_cro_loss : 2.4497, train_tot_loss : 0.0180, vocab_cos_loss : 0.0000, vocab_cro_loss : 0.0000, vocab_tot_loss : 0.0000, train loss: 2.4595, accuracy: 0.5415
epoch  33 summary: train_cos_loss : 0.016282, train_cro_loss : 2.4589, train_tot_loss : 0.0166, vocab_cos_loss : 0.0000, vocab_cro_loss : 0.0000, vocab_tot_loss : 0.0000, train loss: 2.4586, accuracy: 0.5408
epoch  34 summary: train_cos_loss : 0.016394, train_cro_loss : 2.4584, train_tot_loss : 0.0168, vocab_cos_loss : 0.0000, vocab_cro_loss : 0.0000, vocab_tot_loss : 0.0000, train loss: 2.4595, accuracy: 0.5388
epoch  35 summary: train_cos_loss : 0.016361, train_cro_loss : 2.4586, train_tot_loss : 0.0167, vocab_cos_loss : 0.0000, vocab_cro_loss : 0.0000, vocab_tot_loss : 0.0000, train loss: 2.4486, accuracy: 0.5415
epoch  36 summary: train_cos_loss : 0.015743, train_cro_loss : 2.4480, train_tot_loss : 0.0161, vocab_cos_loss : 0.0000, vocab_cro_loss : 0.0000, vocab_tot_loss : 0.0000, train loss: 2.4391, accuracy: 0.5405
epoch  37 summary: train_cos_loss : 0.015542, train_cro_loss : 2.4385, train_tot_loss : 0.0159, vocab_cos_loss : 0.0000, vocab_cro_loss : 0.0000, vocab_tot_loss : 0.0000, train loss: 2.4286, accuracy: 0.5442
epoch  38 summary: train_cos_loss : 0.015340, train_cro_loss : 2.4279, train_tot_loss : 0.0157, vocab_cos_loss : 0.0000, vocab_cro_loss : 0.0000, vocab_tot_loss : 0.0000, train loss: 2.4143, accuracy: 0.5454
epoch  39 summary: train_cos_loss : 0.014967, train_cro_loss : 2.4133, train_tot_loss : 0.0153, vocab_cos_loss : 0.0000, vocab_cro_loss : 0.0000, vocab_tot_loss : 0.0000, train loss: 2.4012, accuracy: 0.5437
epoch  40 summary: train_cos_loss : 0.014557, train_cro_loss : 2.4007, train_tot_loss : 0.0149, vocab_cos_loss : 0.0000, vocab_cro_loss : 0.0000, vocab_tot_loss : 0.0000, train loss: 2.3939, accuracy: 0.5422
epoch  41 summary: train_cos_loss : 0.013943, train_cro_loss : 2.3933, train_tot_loss : 0.0143, vocab_cos_loss : 0.0000, vocab_cro_loss : 0.0000, vocab_tot_loss : 0.0000, train loss: 2.3853, accuracy: 0.5425
epoch  42 summary: train_cos_loss : 0.013252, train_cro_loss : 2.3848, train_tot_loss : 0.0136, vocab_cos_loss : 0.0000, vocab_cro_loss : 0.0000, vocab_tot_loss : 0.0000, train loss: 2.3883, accuracy: 0.5347
epoch  43 summary: train_cos_loss : 0.012966, train_cro_loss : 2.3880, train_tot_loss : 0.0133, vocab_cos_loss : 0.0000, vocab_cro_loss : 0.0000, vocab_tot_loss : 0.0000, train loss: 2.3855, accuracy: 0.5312
epoch  44 summary: train_cos_loss : 0.012992, train_cro_loss : 2.3851, train_tot_loss : 0.0133, vocab_cos_loss : 0.0000, vocab_cro_loss : 0.0000, vocab_tot_loss : 0.0000, train loss: 2.3818, accuracy: 0.5320
epoch  45 summary: train_cos_loss : 0.012208, train_cro_loss : 2.3811, train_tot_loss : 0.0126, vocab_cos_loss : 0.0000, vocab_cro_loss : 0.0000, vocab_tot_loss : 0.0000, train loss: 2.3717, accuracy: 0.5342
epoch  46 summary: train_cos_loss : 0.012174, train_cro_loss : 2.3711, train_tot_loss : 0.0125, vocab_cos_loss : 0.0000, vocab_cro_loss : 0.0000, vocab_tot_loss : 0.0000, train loss: 2.3555, accuracy: 0.5437
epoch  47 summary: train_cos_loss : 0.011703, train_cro_loss : 2.3552, train_tot_loss : 0.0121, vocab_cos_loss : 0.0000, vocab_cro_loss : 0.0000, vocab_tot_loss : 0.0000, train loss: 2.3533, accuracy: 0.5400
epoch  48 summary: train_cos_loss : 0.011621, train_cro_loss : 2.3529, train_tot_loss : 0.0120, vocab_cos_loss : 0.0000, vocab_cro_loss : 0.0000, vocab_tot_loss : 0.0000, train loss: 2.3482, accuracy: 0.5427
epoch  49 summary: train_cos_loss : 0.011306, train_cro_loss : 2.3481, train_tot_loss : 0.0117, vocab_cos_loss : 0.0000, vocab_cro_loss : 0.0000, vocab_tot_loss : 0.0000, train loss: 2.3475, accuracy: 0.5349
epoch  50 summary: train_cos_loss : 0.011738, train_cro_loss : 2.3476, train_tot_loss : 0.0121, vocab_cos_loss : 0.0000, vocab_cro_loss : 0.0000, vocab_tot_loss : 0.0000, train loss: 2.3495, accuracy: 0.5305
epoch  51 summary: train_cos_loss : 0.011162, train_cro_loss : 2.3495, train_tot_loss : 0.0115, vocab_cos_loss : 0.0000, vocab_cro_loss : 0.0000, vocab_tot_loss : 0.0000, train loss: 2.3590, accuracy: 0.5322
epoch  52 summary: train_cos_loss : 0.010598, train_cro_loss : 2.3591, train_tot_loss : 0.0110, vocab_cos_loss : 0.0000, vocab_cro_loss : 0.0000, vocab_tot_loss : 0.0000, train loss: 2.3616, accuracy: 0.5254
epoch  53 summary: train_cos_loss : 0.010088, train_cro_loss : 2.3613, train_tot_loss : 0.0104, vocab_cos_loss : 0.0000, vocab_cro_loss : 0.0000, vocab_tot_loss : 0.0000, train loss: 2.3571, accuracy: 0.5232
epoch  54 summary: train_cos_loss : 0.009580, train_cro_loss : 2.3567, train_tot_loss : 0.0099, vocab_cos_loss : 0.0000, vocab_cro_loss : 0.0000, vocab_tot_loss : 0.0000, train loss: 2.3560, accuracy: 0.5193
epoch  55 summary: train_cos_loss : 0.009114, train_cro_loss : 2.3557, train_tot_loss : 0.0095, vocab_cos_loss : 0.0000, vocab_cro_loss : 0.0000, vocab_tot_loss : 0.0000, train loss: 2.3521, accuracy: 0.5151
epoch  56 summary: train_cos_loss : 0.008659, train_cro_loss : 2.3516, train_tot_loss : 0.0090, vocab_cos_loss : 0.0000, vocab_cro_loss : 0.0000, vocab_tot_loss : 0.0000, train loss: 2.3460, accuracy: 0.5144
epoch  57 summary: train_cos_loss : 0.008220, train_cro_loss : 2.3453, train_tot_loss : 0.0086, vocab_cos_loss : 0.0000, vocab_cro_loss : 0.0000, vocab_tot_loss : 0.0000, train loss: 2.3353, accuracy: 0.5120
epoch  58 summary: train_cos_loss : 0.007824, train_cro_loss : 2.3345, train_tot_loss : 0.0082, vocab_cos_loss : 0.0000, vocab_cro_loss : 0.0000, vocab_tot_loss : 0.0000, train loss: 2.3245, accuracy: 0.5103
epoch  59 summary: train_cos_loss : 0.007436, train_cro_loss : 2.3239, train_tot_loss : 0.0078, vocab_cos_loss : 0.0000, vocab_cro_loss : 0.0000, vocab_tot_loss : 0.0000, train loss: 2.3143, accuracy: 0.5120
epoch  60 summary: train_cos_loss : 0.007045, train_cro_loss : 2.3135, train_tot_loss : 0.0074, vocab_cos_loss : 0.0000, vocab_cro_loss : 0.0000, vocab_tot_loss : 0.0000, train loss: 2.3011, accuracy: 0.5125
epoch  61 summary: train_cos_loss : 0.006679, train_cro_loss : 2.3003, train_tot_loss : 0.0070, vocab_cos_loss : 0.0000, vocab_cro_loss : 0.0000, vocab_tot_loss : 0.0000, train loss: 2.2886, accuracy: 0.5110
epoch  62 summary: train_cos_loss : 0.006355, train_cro_loss : 2.2876, train_tot_loss : 0.0067, vocab_cos_loss : 0.0000, vocab_cro_loss : 0.0000, vocab_tot_loss : 0.0000, train loss: 2.2739, accuracy: 0.5117
epoch  63 summary: train_cos_loss : 0.006048, train_cro_loss : 2.2732, train_tot_loss : 0.0064, vocab_cos_loss : 0.0000, vocab_cro_loss : 0.0000, vocab_tot_loss : 0.0000, train loss: 2.2620, accuracy: 0.5120
epoch  64 summary: train_cos_loss : 0.005744, train_cro_loss : 2.2608, train_tot_loss : 0.0061, vocab_cos_loss : 0.0000, vocab_cro_loss : 0.0000, vocab_tot_loss : 0.0000, train loss: 2.2439, accuracy: 0.5159
epoch  65 summary: train_cos_loss : 0.005450, train_cro_loss : 2.2428, train_tot_loss : 0.0058, vocab_cos_loss : 0.0000, vocab_cro_loss : 0.0000, vocab_tot_loss : 0.0000, train loss: 2.2277, accuracy: 0.5186
epoch  66 summary: train_cos_loss : 0.005172, train_cro_loss : 2.2266, train_tot_loss : 0.0055, vocab_cos_loss : 0.0000, vocab_cro_loss : 0.0000, vocab_tot_loss : 0.0000, train loss: 2.2055, accuracy: 0.5203
epoch  67 summary: train_cos_loss : 0.004915, train_cro_loss : 2.2045, train_tot_loss : 0.0052, vocab_cos_loss : 0.0000, vocab_cro_loss : 0.0000, vocab_tot_loss : 0.0000, train loss: 2.1898, accuracy: 0.5242
epoch  68 summary: train_cos_loss : 0.004665, train_cro_loss : 2.1887, train_tot_loss : 0.0050, vocab_cos_loss : 0.0000, vocab_cro_loss : 0.0000, vocab_tot_loss : 0.0000, train loss: 2.1716, accuracy: 0.5269
epoch  69 summary: train_cos_loss : 0.004444, train_cro_loss : 2.1707, train_tot_loss : 0.0048, vocab_cos_loss : 0.0000, vocab_cro_loss : 0.0000, vocab_tot_loss : 0.0000, train loss: 2.1564, accuracy: 0.5305
