数据集总长度：1115394
Before CTE Training: train eu loss: 1.133409023284912, eval eu loss: 1.4524140357971191
Before CTE Training: train eu acc: 0.6369781494140625, eval eu acc: 0.5721435546875
epoch   0 summary: train_cos_loss : 0.027049, train_cro_loss : 4.2820, train_tot_loss : 0.0277, vocab_cos_loss : 0.0000, vocab_cro_loss : 0.0000, vocab_tot_loss : 0.0000, train loss: 4.1724, accuracy: 0.0480
epoch   1 summary: train_cos_loss : 0.026929, train_cro_loss : 4.1649, train_tot_loss : 0.0275, vocab_cos_loss : 0.0000, vocab_cro_loss : 0.0000, vocab_tot_loss : 0.0000, train loss: 4.0531, accuracy: 0.0900
epoch   2 summary: train_cos_loss : 0.026786, train_cro_loss : 4.0454, train_tot_loss : 0.0274, vocab_cos_loss : 0.0000, vocab_cro_loss : 0.0000, vocab_tot_loss : 0.0000, train loss: 3.9341, accuracy: 0.1377
epoch   3 summary: train_cos_loss : 0.026397, train_cro_loss : 3.9262, train_tot_loss : 0.0270, vocab_cos_loss : 0.0000, vocab_cro_loss : 0.0000, vocab_tot_loss : 0.0000, train loss: 3.8145, accuracy: 0.1890
epoch   4 summary: train_cos_loss : 0.026117, train_cro_loss : 3.8065, train_tot_loss : 0.0267, vocab_cos_loss : 0.0000, vocab_cro_loss : 0.0000, vocab_tot_loss : 0.0000, train loss: 3.6952, accuracy: 0.2415
epoch   5 summary: train_cos_loss : 0.026097, train_cro_loss : 3.6870, train_tot_loss : 0.0266, vocab_cos_loss : 0.0000, vocab_cro_loss : 0.0000, vocab_tot_loss : 0.0000, train loss: 3.5688, accuracy: 0.2956
epoch   6 summary: train_cos_loss : 0.025683, train_cro_loss : 3.5605, train_tot_loss : 0.0262, vocab_cos_loss : 0.0000, vocab_cro_loss : 0.0000, vocab_tot_loss : 0.0000, train loss: 3.4575, accuracy: 0.3405
epoch   7 summary: train_cos_loss : 0.025597, train_cro_loss : 3.4495, train_tot_loss : 0.0261, vocab_cos_loss : 0.0000, vocab_cro_loss : 0.0000, vocab_tot_loss : 0.0000, train loss: 3.3371, accuracy: 0.3872
epoch   8 summary: train_cos_loss : 0.025634, train_cro_loss : 3.3291, train_tot_loss : 0.0261, vocab_cos_loss : 0.0000, vocab_cro_loss : 0.0000, vocab_tot_loss : 0.0000, train loss: 3.2158, accuracy: 0.4317
epoch   9 summary: train_cos_loss : 0.025379, train_cro_loss : 3.2082, train_tot_loss : 0.0259, vocab_cos_loss : 0.0000, vocab_cro_loss : 0.0000, vocab_tot_loss : 0.0000, train loss: 3.1072, accuracy: 0.4664
epoch  10 summary: train_cos_loss : 0.025173, train_cro_loss : 3.0998, train_tot_loss : 0.0256, vocab_cos_loss : 0.0000, vocab_cro_loss : 0.0000, vocab_tot_loss : 0.0000, train loss: 3.0225, accuracy: 0.4928
epoch  11 summary: train_cos_loss : 0.025032, train_cro_loss : 3.0156, train_tot_loss : 0.0255, vocab_cos_loss : 0.0000, vocab_cro_loss : 0.0000, vocab_tot_loss : 0.0000, train loss: 2.9203, accuracy: 0.5208
epoch  12 summary: train_cos_loss : 0.024823, train_cro_loss : 2.9138, train_tot_loss : 0.0253, vocab_cos_loss : 0.0000, vocab_cro_loss : 0.0000, vocab_tot_loss : 0.0000, train loss: 2.8296, accuracy: 0.5400
epoch  13 summary: train_cos_loss : 0.024791, train_cro_loss : 2.8235, train_tot_loss : 0.0252, vocab_cos_loss : 0.0000, vocab_cro_loss : 0.0000, vocab_tot_loss : 0.0000, train loss: 2.7478, accuracy: 0.5566
epoch  14 summary: train_cos_loss : 0.024665, train_cro_loss : 2.7423, train_tot_loss : 0.0251, vocab_cos_loss : 0.0000, vocab_cro_loss : 0.0000, vocab_tot_loss : 0.0000, train loss: 2.6676, accuracy: 0.5699
epoch  15 summary: train_cos_loss : 0.024503, train_cro_loss : 2.6626, train_tot_loss : 0.0249, vocab_cos_loss : 0.0000, vocab_cro_loss : 0.0000, vocab_tot_loss : 0.0000, train loss: 2.5960, accuracy: 0.5797
epoch  16 summary: train_cos_loss : 0.023915, train_cro_loss : 2.5914, train_tot_loss : 0.0243, vocab_cos_loss : 0.0000, vocab_cro_loss : 0.0000, vocab_tot_loss : 0.0000, train loss: 2.5492, accuracy: 0.5848
epoch  17 summary: train_cos_loss : 0.023979, train_cro_loss : 2.5452, train_tot_loss : 0.0244, vocab_cos_loss : 0.0000, vocab_cro_loss : 0.0000, vocab_tot_loss : 0.0000, train loss: 2.5033, accuracy: 0.5876
epoch  18 summary: train_cos_loss : 0.023615, train_cro_loss : 2.4995, train_tot_loss : 0.0240, vocab_cos_loss : 0.0000, vocab_cro_loss : 0.0000, vocab_tot_loss : 0.0000, train loss: 2.4526, accuracy: 0.5916
epoch  19 summary: train_cos_loss : 0.023394, train_cro_loss : 2.4492, train_tot_loss : 0.0238, vocab_cos_loss : 0.0000, vocab_cro_loss : 0.0000, vocab_tot_loss : 0.0000, train loss: 2.4065, accuracy: 0.5941
epoch  20 summary: train_cos_loss : 0.023040, train_cro_loss : 2.4036, train_tot_loss : 0.0234, vocab_cos_loss : 0.0000, vocab_cro_loss : 0.0000, vocab_tot_loss : 0.0000, train loss: 2.3811, accuracy: 0.5926
epoch  21 summary: train_cos_loss : 0.022882, train_cro_loss : 2.3785, train_tot_loss : 0.0232, vocab_cos_loss : 0.0000, vocab_cro_loss : 0.0000, vocab_tot_loss : 0.0000, train loss: 2.3620, accuracy: 0.5934
