数据集总长度：1115394
Before CTE Training: train eu loss: 1.1262810230255127, eval eu loss: 1.4524140357971191
Before CTE Training: train eu acc: 0.64453125, eval eu acc: 0.5721435546875
epoch   0 summary: train_cos_loss : 0.027658, train_cro_loss : 4.1570, train_tot_loss : 0.0283, vocab_cos_loss : 0.0000, vocab_cro_loss : 0.0000, vocab_tot_loss : 0.0000, train loss: 4.0564, accuracy: 0.1306
epoch   1 summary: train_cos_loss : 0.026575, train_cro_loss : 4.0560, train_tot_loss : 0.0272, vocab_cos_loss : 0.0000, vocab_cro_loss : 0.0000, vocab_tot_loss : 0.0000, train loss: 3.5438, accuracy: 0.2500
epoch   2 summary: train_cos_loss : 0.026213, train_cro_loss : 3.9506, train_tot_loss : 0.0268, vocab_cos_loss : 0.0000, vocab_cro_loss : 0.0000, vocab_tot_loss : 0.0000, train loss: 3.1098, accuracy: 0.3552
epoch   3 summary: train_cos_loss : 0.025019, train_cro_loss : 3.8622, train_tot_loss : 0.0256, vocab_cos_loss : 0.0000, vocab_cro_loss : 0.0000, vocab_tot_loss : 0.0000, train loss: 2.8801, accuracy: 0.4104
epoch   4 summary: train_cos_loss : 0.023578, train_cro_loss : 3.8278, train_tot_loss : 0.0241, vocab_cos_loss : 0.0000, vocab_cro_loss : 0.0000, vocab_tot_loss : 0.0000, train loss: 2.7270, accuracy: 0.4414
epoch   5 summary: train_cos_loss : 0.022403, train_cro_loss : 3.7826, train_tot_loss : 0.0230, vocab_cos_loss : 0.0000, vocab_cro_loss : 0.0000, vocab_tot_loss : 0.0000, train loss: 2.6519, accuracy: 0.4561
epoch   6 summary: train_cos_loss : 0.020273, train_cro_loss : 3.7510, train_tot_loss : 0.0208, vocab_cos_loss : 0.0000, vocab_cro_loss : 0.0000, vocab_tot_loss : 0.0000, train loss: 2.5753, accuracy: 0.4753
epoch   7 summary: train_cos_loss : 0.018287, train_cro_loss : 3.7186, train_tot_loss : 0.0188, vocab_cos_loss : 0.0000, vocab_cro_loss : 0.0000, vocab_tot_loss : 0.0000, train loss: 2.5493, accuracy: 0.4805
epoch   8 summary: train_cos_loss : 0.016268, train_cro_loss : 3.6917, train_tot_loss : 0.0168, vocab_cos_loss : 0.0000, vocab_cro_loss : 0.0000, vocab_tot_loss : 0.0000, train loss: 2.5390, accuracy: 0.4773
epoch   9 summary: train_cos_loss : 0.014581, train_cro_loss : 3.6700, train_tot_loss : 0.0151, vocab_cos_loss : 0.0000, vocab_cro_loss : 0.0000, vocab_tot_loss : 0.0000, train loss: 2.5106, accuracy: 0.4822
epoch  10 summary: train_cos_loss : 0.013153, train_cro_loss : 3.6692, train_tot_loss : 0.0137, vocab_cos_loss : 0.0000, vocab_cro_loss : 0.0000, vocab_tot_loss : 0.0000, train loss: 2.4915, accuracy: 0.4844
epoch  11 summary: train_cos_loss : 0.012129, train_cro_loss : 3.6484, train_tot_loss : 0.0127, vocab_cos_loss : 0.0000, vocab_cro_loss : 0.0000, vocab_tot_loss : 0.0000, train loss: 2.4749, accuracy: 0.4878
epoch  12 summary: train_cos_loss : 0.010786, train_cro_loss : 3.6300, train_tot_loss : 0.0113, vocab_cos_loss : 0.0000, vocab_cro_loss : 0.0000, vocab_tot_loss : 0.0000, train loss: 2.3865, accuracy: 0.4993
epoch  13 summary: train_cos_loss : 0.010089, train_cro_loss : 3.6516, train_tot_loss : 0.0106, vocab_cos_loss : 0.0000, vocab_cro_loss : 0.0000, vocab_tot_loss : 0.0000, train loss: 2.3714, accuracy: 0.4995
epoch  14 summary: train_cos_loss : 0.009571, train_cro_loss : 3.6382, train_tot_loss : 0.0101, vocab_cos_loss : 0.0000, vocab_cro_loss : 0.0000, vocab_tot_loss : 0.0000, train loss: 2.3243, accuracy: 0.5107
epoch  15 summary: train_cos_loss : 0.009250, train_cro_loss : 3.6195, train_tot_loss : 0.0098, vocab_cos_loss : 0.0000, vocab_cro_loss : 0.0000, vocab_tot_loss : 0.0000, train loss: 2.2916, accuracy: 0.5193
