数据集总长度：1115394
Before CTE Training: train eu loss: 1.1262810230255127, eval eu loss: 1.4524140357971191
Before CTE Training: train eu acc: 0.64453125, eval eu acc: 0.5721435546875
epoch   0 summary: train_cos_loss : 0.027893, train_cro_loss : 4.1703, train_tot_loss : 0.0285, vocab_cos_loss : 0.0000, vocab_cro_loss : 0.0000, vocab_tot_loss : 0.0000, train loss: 4.1080, accuracy: 0.0940
epoch   1 summary: train_cos_loss : 0.027100, train_cro_loss : 4.1406, train_tot_loss : 0.0277, vocab_cos_loss : 0.0000, vocab_cro_loss : 0.0000, vocab_tot_loss : 0.0000, train loss: 3.8402, accuracy: 0.1785
epoch   2 summary: train_cos_loss : 0.027201, train_cro_loss : 4.1090, train_tot_loss : 0.0278, vocab_cos_loss : 0.0000, vocab_cro_loss : 0.0000, vocab_tot_loss : 0.0000, train loss: 3.5716, accuracy: 0.2588
epoch   3 summary: train_cos_loss : 0.026537, train_cro_loss : 4.0762, train_tot_loss : 0.0271, vocab_cos_loss : 0.0000, vocab_cro_loss : 0.0000, vocab_tot_loss : 0.0000, train loss: 3.3182, accuracy: 0.3359
epoch   4 summary: train_cos_loss : 0.025778, train_cro_loss : 4.0458, train_tot_loss : 0.0264, vocab_cos_loss : 0.0000, vocab_cro_loss : 0.0000, vocab_tot_loss : 0.0000, train loss: 3.0938, accuracy: 0.3999
epoch   5 summary: train_cos_loss : 0.025763, train_cro_loss : 4.0164, train_tot_loss : 0.0264, vocab_cos_loss : 0.0000, vocab_cro_loss : 0.0000, vocab_tot_loss : 0.0000, train loss: 2.8852, accuracy: 0.4619
epoch   6 summary: train_cos_loss : 0.024848, train_cro_loss : 3.9895, train_tot_loss : 0.0254, vocab_cos_loss : 0.0000, vocab_cro_loss : 0.0000, vocab_tot_loss : 0.0000, train loss: 2.7248, accuracy: 0.5002
epoch   7 summary: train_cos_loss : 0.024016, train_cro_loss : 3.9642, train_tot_loss : 0.0246, vocab_cos_loss : 0.0000, vocab_cro_loss : 0.0000, vocab_tot_loss : 0.0000, train loss: 2.5548, accuracy: 0.5344
epoch   8 summary: train_cos_loss : 0.023166, train_cro_loss : 3.9370, train_tot_loss : 0.0238, vocab_cos_loss : 0.0000, vocab_cro_loss : 0.0000, vocab_tot_loss : 0.0000, train loss: 2.4652, accuracy: 0.5393
epoch   9 summary: train_cos_loss : 0.022744, train_cro_loss : 3.9199, train_tot_loss : 0.0233, vocab_cos_loss : 0.0000, vocab_cro_loss : 0.0000, vocab_tot_loss : 0.0000, train loss: 2.3914, accuracy: 0.5466
epoch  10 summary: train_cos_loss : 0.021762, train_cro_loss : 3.9023, train_tot_loss : 0.0223, vocab_cos_loss : 0.0000, vocab_cro_loss : 0.0000, vocab_tot_loss : 0.0000, train loss: 2.3355, accuracy: 0.5452
epoch  11 summary: train_cos_loss : 0.021606, train_cro_loss : 3.8857, train_tot_loss : 0.0222, vocab_cos_loss : 0.0000, vocab_cro_loss : 0.0000, vocab_tot_loss : 0.0000, train loss: 2.2957, accuracy: 0.5474
epoch  12 summary: train_cos_loss : 0.020111, train_cro_loss : 3.8695, train_tot_loss : 0.0207, vocab_cos_loss : 0.0000, vocab_cro_loss : 0.0000, vocab_tot_loss : 0.0000, train loss: 2.2717, accuracy: 0.5420
epoch  13 summary: train_cos_loss : 0.019106, train_cro_loss : 3.8585, train_tot_loss : 0.0197, vocab_cos_loss : 0.0000, vocab_cro_loss : 0.0000, vocab_tot_loss : 0.0000, train loss: 2.2436, accuracy: 0.5425
epoch  14 summary: train_cos_loss : 0.018112, train_cro_loss : 3.8448, train_tot_loss : 0.0187, vocab_cos_loss : 0.0000, vocab_cro_loss : 0.0000, vocab_tot_loss : 0.0000, train loss: 2.2333, accuracy: 0.5376
epoch  15 summary: train_cos_loss : 0.017318, train_cro_loss : 3.8329, train_tot_loss : 0.0179, vocab_cos_loss : 0.0000, vocab_cro_loss : 0.0000, vocab_tot_loss : 0.0000, train loss: 2.2116, accuracy: 0.5447
epoch  16 summary: train_cos_loss : 0.017547, train_cro_loss : 3.8279, train_tot_loss : 0.0181, vocab_cos_loss : 0.0000, vocab_cro_loss : 0.0000, vocab_tot_loss : 0.0000, train loss: 2.2004, accuracy: 0.5410
epoch  17 summary: train_cos_loss : 0.015414, train_cro_loss : 3.8143, train_tot_loss : 0.0160, vocab_cos_loss : 0.0000, vocab_cro_loss : 0.0000, vocab_tot_loss : 0.0000, train loss: 2.1825, accuracy: 0.5422
epoch  18 summary: train_cos_loss : 0.014341, train_cro_loss : 3.8013, train_tot_loss : 0.0149, vocab_cos_loss : 0.0000, vocab_cro_loss : 0.0000, vocab_tot_loss : 0.0000, train loss: 2.1752, accuracy: 0.5439
epoch  19 summary: train_cos_loss : 0.012770, train_cro_loss : 3.7905, train_tot_loss : 0.0133, vocab_cos_loss : 0.0000, vocab_cro_loss : 0.0000, vocab_tot_loss : 0.0000, train loss: 2.1659, accuracy: 0.5408
epoch  20 summary: train_cos_loss : 0.012829, train_cro_loss : 3.7806, train_tot_loss : 0.0134, vocab_cos_loss : 0.0000, vocab_cro_loss : 0.0000, vocab_tot_loss : 0.0000, train loss: 2.1513, accuracy: 0.5432
epoch  21 summary: train_cos_loss : 0.011846, train_cro_loss : 3.7686, train_tot_loss : 0.0124, vocab_cos_loss : 0.0000, vocab_cro_loss : 0.0000, vocab_tot_loss : 0.0000, train loss: 2.1383, accuracy: 0.5435
epoch  22 summary: train_cos_loss : 0.011344, train_cro_loss : 3.7671, train_tot_loss : 0.0119, vocab_cos_loss : 0.0000, vocab_cro_loss : 0.0000, vocab_tot_loss : 0.0000, train loss: 2.1346, accuracy: 0.5369
epoch  23 summary: train_cos_loss : 0.010496, train_cro_loss : 3.7583, train_tot_loss : 0.0111, vocab_cos_loss : 0.0000, vocab_cro_loss : 0.0000, vocab_tot_loss : 0.0000, train loss: 2.0981, accuracy: 0.5396
epoch  24 summary: train_cos_loss : 0.010744, train_cro_loss : 3.7560, train_tot_loss : 0.0113, vocab_cos_loss : 0.0000, vocab_cro_loss : 0.0000, vocab_tot_loss : 0.0000, train loss: 2.0760, accuracy: 0.5432
epoch  25 summary: train_cos_loss : 0.009709, train_cro_loss : 3.7452, train_tot_loss : 0.0103, vocab_cos_loss : 0.0000, vocab_cro_loss : 0.0000, vocab_tot_loss : 0.0000, train loss: 2.0472, accuracy: 0.5452
epoch  26 summary: train_cos_loss : 0.009415, train_cro_loss : 3.7340, train_tot_loss : 0.0100, vocab_cos_loss : 0.0000, vocab_cro_loss : 0.0000, vocab_tot_loss : 0.0000, train loss: 2.0165, accuracy: 0.5491
epoch  27 summary: train_cos_loss : 0.009662, train_cro_loss : 3.7225, train_tot_loss : 0.0102, vocab_cos_loss : 0.0000, vocab_cro_loss : 0.0000, vocab_tot_loss : 0.0000, train loss: 1.9978, accuracy: 0.5474
epoch  28 summary: train_cos_loss : 0.008257, train_cro_loss : 3.7136, train_tot_loss : 0.0088, vocab_cos_loss : 0.0000, vocab_cro_loss : 0.0000, vocab_tot_loss : 0.0000, train loss: 1.9795, accuracy: 0.5500
epoch  29 summary: train_cos_loss : 0.007791, train_cro_loss : 3.7047, train_tot_loss : 0.0083, vocab_cos_loss : 0.0000, vocab_cro_loss : 0.0000, vocab_tot_loss : 0.0000, train loss: 1.9590, accuracy: 0.5535
epoch  30 summary: train_cos_loss : 0.008381, train_cro_loss : 3.6965, train_tot_loss : 0.0089, vocab_cos_loss : 0.0000, vocab_cro_loss : 0.0000, vocab_tot_loss : 0.0000, train loss: 1.9368, accuracy: 0.5552
epoch  31 summary: train_cos_loss : 0.007120, train_cro_loss : 3.6882, train_tot_loss : 0.0077, vocab_cos_loss : 0.0000, vocab_cro_loss : 0.0000, vocab_tot_loss : 0.0000, train loss: 1.9280, accuracy: 0.5579
epoch  32 summary: train_cos_loss : 0.007666, train_cro_loss : 3.6806, train_tot_loss : 0.0082, vocab_cos_loss : 0.0000, vocab_cro_loss : 0.0000, vocab_tot_loss : 0.0000, train loss: 1.9164, accuracy: 0.5571
epoch  33 summary: train_cos_loss : 0.007263, train_cro_loss : 3.6740, train_tot_loss : 0.0078, vocab_cos_loss : 0.0000, vocab_cro_loss : 0.0000, vocab_tot_loss : 0.0000, train loss: 1.9104, accuracy: 0.5569
epoch  34 summary: train_cos_loss : 0.006942, train_cro_loss : 3.6680, train_tot_loss : 0.0075, vocab_cos_loss : 0.0000, vocab_cro_loss : 0.0000, vocab_tot_loss : 0.0000, train loss: 1.8885, accuracy: 0.5652
epoch  35 summary: train_cos_loss : 0.006729, train_cro_loss : 3.6597, train_tot_loss : 0.0073, vocab_cos_loss : 0.0000, vocab_cro_loss : 0.0000, vocab_tot_loss : 0.0000, train loss: 1.8708, accuracy: 0.5715
epoch  36 summary: train_cos_loss : 0.006308, train_cro_loss : 3.6532, train_tot_loss : 0.0069, vocab_cos_loss : 0.0000, vocab_cro_loss : 0.0000, vocab_tot_loss : 0.0000, train loss: 1.8582, accuracy: 0.5706
epoch  37 summary: train_cos_loss : 0.006452, train_cro_loss : 3.6475, train_tot_loss : 0.0070, vocab_cos_loss : 0.0000, vocab_cro_loss : 0.0000, vocab_tot_loss : 0.0000, train loss: 1.8460, accuracy: 0.5759
epoch  38 summary: train_cos_loss : 0.006024, train_cro_loss : 3.6410, train_tot_loss : 0.0066, vocab_cos_loss : 0.0000, vocab_cro_loss : 0.0000, vocab_tot_loss : 0.0000, train loss: 1.8267, accuracy: 0.5818
epoch  39 summary: train_cos_loss : 0.006363, train_cro_loss : 3.6355, train_tot_loss : 0.0069, vocab_cos_loss : 0.0000, vocab_cro_loss : 0.0000, vocab_tot_loss : 0.0000, train loss: 1.8169, accuracy: 0.5793
epoch  40 summary: train_cos_loss : 0.006071, train_cro_loss : 3.6316, train_tot_loss : 0.0066, vocab_cos_loss : 0.0000, vocab_cro_loss : 0.0000, vocab_tot_loss : 0.0000, train loss: 1.8056, accuracy: 0.5813
epoch  41 summary: train_cos_loss : 0.005584, train_cro_loss : 3.6265, train_tot_loss : 0.0061, vocab_cos_loss : 0.0000, vocab_cro_loss : 0.0000, vocab_tot_loss : 0.0000, train loss: 1.7946, accuracy: 0.5806
epoch  42 summary: train_cos_loss : 0.005587, train_cro_loss : 3.6197, train_tot_loss : 0.0061, vocab_cos_loss : 0.0000, vocab_cro_loss : 0.0000, vocab_tot_loss : 0.0000, train loss: 1.7789, accuracy: 0.5806
epoch  43 summary: train_cos_loss : 0.005642, train_cro_loss : 3.6135, train_tot_loss : 0.0062, vocab_cos_loss : 0.0000, vocab_cro_loss : 0.0000, vocab_tot_loss : 0.0000, train loss: 1.7688, accuracy: 0.5850
epoch  44 summary: train_cos_loss : 0.005404, train_cro_loss : 3.6081, train_tot_loss : 0.0059, vocab_cos_loss : 0.0000, vocab_cro_loss : 0.0000, vocab_tot_loss : 0.0000, train loss: 1.7556, accuracy: 0.5898
epoch  45 summary: train_cos_loss : 0.005439, train_cro_loss : 3.6016, train_tot_loss : 0.0060, vocab_cos_loss : 0.0000, vocab_cro_loss : 0.0000, vocab_tot_loss : 0.0000, train loss: 1.7407, accuracy: 0.5925
epoch  46 summary: train_cos_loss : 0.005292, train_cro_loss : 3.5962, train_tot_loss : 0.0058, vocab_cos_loss : 0.0000, vocab_cro_loss : 0.0000, vocab_tot_loss : 0.0000, train loss: 1.7300, accuracy: 0.5911
epoch  47 summary: train_cos_loss : 0.005230, train_cro_loss : 3.5916, train_tot_loss : 0.0058, vocab_cos_loss : 0.0000, vocab_cro_loss : 0.0000, vocab_tot_loss : 0.0000, train loss: 1.7148, accuracy: 0.5918
epoch  48 summary: train_cos_loss : 0.005247, train_cro_loss : 3.5854, train_tot_loss : 0.0058, vocab_cos_loss : 0.0000, vocab_cro_loss : 0.0000, vocab_tot_loss : 0.0000, train loss: 1.7006, accuracy: 0.5930
epoch  49 summary: train_cos_loss : 0.005286, train_cro_loss : 3.5793, train_tot_loss : 0.0058, vocab_cos_loss : 0.0000, vocab_cro_loss : 0.0000, vocab_tot_loss : 0.0000, train loss: 1.6885, accuracy: 0.6008
epoch  50 summary: train_cos_loss : 0.005029, train_cro_loss : 3.5714, train_tot_loss : 0.0056, vocab_cos_loss : 0.0000, vocab_cro_loss : 0.0000, vocab_tot_loss : 0.0000, train loss: 1.6974, accuracy: 0.5974
epoch  51 summary: train_cos_loss : 0.004417, train_cro_loss : 3.5619, train_tot_loss : 0.0050, vocab_cos_loss : 0.0000, vocab_cro_loss : 0.0000, vocab_tot_loss : 0.0000, train loss: 1.7005, accuracy: 0.5935
epoch  52 summary: train_cos_loss : 0.003948, train_cro_loss : 3.5511, train_tot_loss : 0.0045, vocab_cos_loss : 0.0000, vocab_cro_loss : 0.0000, vocab_tot_loss : 0.0000, train loss: 1.6907, accuracy: 0.5952
epoch  53 summary: train_cos_loss : 0.003488, train_cro_loss : 3.5400, train_tot_loss : 0.0040, vocab_cos_loss : 0.0000, vocab_cro_loss : 0.0000, vocab_tot_loss : 0.0000, train loss: 1.6710, accuracy: 0.5952
epoch  54 summary: train_cos_loss : 0.003144, train_cro_loss : 3.5291, train_tot_loss : 0.0037, vocab_cos_loss : 0.0000, vocab_cro_loss : 0.0000, vocab_tot_loss : 0.0000, train loss: 1.6522, accuracy: 0.5933
epoch  55 summary: train_cos_loss : 0.002857, train_cro_loss : 3.5180, train_tot_loss : 0.0034, vocab_cos_loss : 0.0000, vocab_cro_loss : 0.0000, vocab_tot_loss : 0.0000, train loss: 1.6318, accuracy: 0.5991
epoch  56 summary: train_cos_loss : 0.002624, train_cro_loss : 3.5068, train_tot_loss : 0.0031, vocab_cos_loss : 0.0000, vocab_cro_loss : 0.0000, vocab_tot_loss : 0.0000, train loss: 1.6098, accuracy: 0.6025
epoch  57 summary: train_cos_loss : 0.002412, train_cro_loss : 3.4966, train_tot_loss : 0.0029, vocab_cos_loss : 0.0000, vocab_cro_loss : 0.0000, vocab_tot_loss : 0.0000, train loss: 1.5828, accuracy: 0.6064
epoch  58 summary: train_cos_loss : 0.002254, train_cro_loss : 3.4867, train_tot_loss : 0.0028, vocab_cos_loss : 0.0000, vocab_cro_loss : 0.0000, vocab_tot_loss : 0.0000, train loss: 1.5582, accuracy: 0.6125
epoch  59 summary: train_cos_loss : 0.002130, train_cro_loss : 3.4768, train_tot_loss : 0.0027, vocab_cos_loss : 0.0000, vocab_cro_loss : 0.0000, vocab_tot_loss : 0.0000, train loss: 1.5330, accuracy: 0.6167
epoch  60 summary: train_cos_loss : 0.002235, train_cro_loss : 3.4680, train_tot_loss : 0.0028, vocab_cos_loss : 0.0000, vocab_cro_loss : 0.0000, vocab_tot_loss : 0.0000, train loss: 1.4995, accuracy: 0.6199
epoch  61 summary: train_cos_loss : 0.002113, train_cro_loss : 3.4598, train_tot_loss : 0.0026, vocab_cos_loss : 0.0000, vocab_cro_loss : 0.0000, vocab_tot_loss : 0.0000, train loss: 1.4770, accuracy: 0.6257
epoch  62 summary: train_cos_loss : 0.002005, train_cro_loss : 3.4521, train_tot_loss : 0.0025, vocab_cos_loss : 0.0000, vocab_cro_loss : 0.0000, vocab_tot_loss : 0.0000, train loss: 1.4530, accuracy: 0.6292
epoch  63 summary: train_cos_loss : 0.001902, train_cro_loss : 3.4439, train_tot_loss : 0.0024, vocab_cos_loss : 0.0000, vocab_cro_loss : 0.0000, vocab_tot_loss : 0.0000, train loss: 1.4294, accuracy: 0.6345
epoch  64 summary: train_cos_loss : 0.001810, train_cro_loss : 3.4361, train_tot_loss : 0.0023, vocab_cos_loss : 0.0000, vocab_cro_loss : 0.0000, vocab_tot_loss : 0.0000, train loss: 1.4098, accuracy: 0.6372
epoch  65 summary: train_cos_loss : 0.001739, train_cro_loss : 3.4286, train_tot_loss : 0.0023, vocab_cos_loss : 0.0000, vocab_cro_loss : 0.0000, vocab_tot_loss : 0.0000, train loss: 1.3856, accuracy: 0.6409
epoch  66 summary: train_cos_loss : 0.001672, train_cro_loss : 3.4210, train_tot_loss : 0.0022, vocab_cos_loss : 0.0000, vocab_cro_loss : 0.0000, vocab_tot_loss : 0.0000, train loss: 1.3669, accuracy: 0.6448
epoch  67 summary: train_cos_loss : 0.001608, train_cro_loss : 3.4142, train_tot_loss : 0.0021, vocab_cos_loss : 0.0000, vocab_cro_loss : 0.0000, vocab_tot_loss : 0.0000, train loss: 1.3484, accuracy: 0.6499
epoch  68 summary: train_cos_loss : 0.001550, train_cro_loss : 3.4071, train_tot_loss : 0.0021, vocab_cos_loss : 0.0000, vocab_cro_loss : 0.0000, vocab_tot_loss : 0.0000, train loss: 1.3235, accuracy: 0.6550
epoch  69 summary: train_cos_loss : 0.001498, train_cro_loss : 3.4001, train_tot_loss : 0.0020, vocab_cos_loss : 0.0000, vocab_cro_loss : 0.0000, vocab_tot_loss : 0.0000, train loss: 1.3087, accuracy: 0.6577
epoch  70 summary: train_cos_loss : 0.001456, train_cro_loss : 3.3939, train_tot_loss : 0.0020, vocab_cos_loss : 0.0000, vocab_cro_loss : 0.0000, vocab_tot_loss : 0.0000, train loss: 1.2956, accuracy: 0.6592
epoch  71 summary: train_cos_loss : 0.001417, train_cro_loss : 3.3892, train_tot_loss : 0.0019, vocab_cos_loss : 0.0000, vocab_cro_loss : 0.0000, vocab_tot_loss : 0.0000, train loss: 1.2768, accuracy: 0.6624
epoch  72 summary: train_cos_loss : 0.001381, train_cro_loss : 3.3825, train_tot_loss : 0.0019, vocab_cos_loss : 0.0000, vocab_cro_loss : 0.0000, vocab_tot_loss : 0.0000, train loss: 1.2128, accuracy: 0.6790
epoch  73 summary: train_cos_loss : 0.001352, train_cro_loss : 3.3897, train_tot_loss : 0.0019, vocab_cos_loss : 0.0000, vocab_cro_loss : 0.0000, vocab_tot_loss : 0.0000, train loss: 1.1983, accuracy: 0.6824
epoch  74 summary: train_cos_loss : 0.001321, train_cro_loss : 3.3836, train_tot_loss : 0.0018, vocab_cos_loss : 0.0000, vocab_cro_loss : 0.0000, vocab_tot_loss : 0.0000, train loss: 1.1835, accuracy: 0.6848
epoch  75 summary: train_cos_loss : 0.001297, train_cro_loss : 3.3764, train_tot_loss : 0.0018, vocab_cos_loss : 0.0000, vocab_cro_loss : 0.0000, vocab_tot_loss : 0.0000, train loss: 1.1672, accuracy: 0.6890
epoch  76 summary: train_cos_loss : 0.001271, train_cro_loss : 3.3703, train_tot_loss : 0.0018, vocab_cos_loss : 0.0000, vocab_cro_loss : 0.0000, vocab_tot_loss : 0.0000, train loss: 1.1570, accuracy: 0.6919
epoch  77 summary: train_cos_loss : 0.001247, train_cro_loss : 3.3654, train_tot_loss : 0.0018, vocab_cos_loss : 0.0000, vocab_cro_loss : 0.0000, vocab_tot_loss : 0.0000, train loss: 1.1492, accuracy: 0.6936
epoch  78 summary: train_cos_loss : 0.001227, train_cro_loss : 3.3603, train_tot_loss : 0.0017, vocab_cos_loss : 0.0000, vocab_cro_loss : 0.0000, vocab_tot_loss : 0.0000, train loss: 1.1387, accuracy: 0.6960
epoch  79 summary: train_cos_loss : 0.001208, train_cro_loss : 3.3550, train_tot_loss : 0.0017, vocab_cos_loss : 0.0000, vocab_cro_loss : 0.0000, vocab_tot_loss : 0.0000, train loss: 1.1260, accuracy: 0.6997
epoch  80 summary: train_cos_loss : 0.001191, train_cro_loss : 3.3506, train_tot_loss : 0.0017, vocab_cos_loss : 0.0000, vocab_cro_loss : 0.0000, vocab_tot_loss : 0.0000, train loss: 1.1186, accuracy: 0.7017
epoch  81 summary: train_cos_loss : 0.001175, train_cro_loss : 3.3469, train_tot_loss : 0.0017, vocab_cos_loss : 0.0000, vocab_cro_loss : 0.0000, vocab_tot_loss : 0.0000, train loss: 1.1096, accuracy: 0.7043
