Before CTE Training: train eu loss: 0.27162909507751465, eval eu loss: 1.400346279144287
Before CTE Training: train eu acc: 1.0, eval eu acc: 0.576171875
epoch   0 summary: train_cos_loss : 0.079846, train_cro_loss : 6.2470, train_tot_loss : 0.0805, vocab_cos_loss : 0.049055, 
train loss: 6.3444, accuracy: 0.0215
epoch   1 summary: train_cos_loss : 0.065199, train_cro_loss : 6.3953, train_tot_loss : 0.0658, vocab_cos_loss : 0.034080, 
epoch   2 summary: train_cos_loss : 0.046410, train_cro_loss : 6.7432, train_tot_loss : 0.0471, vocab_cos_loss : 0.024399, 
epoch   3 summary: train_cos_loss : 0.035081, train_cro_loss : 7.2669, train_tot_loss : 0.0358, vocab_cos_loss : 0.018785, 
epoch   4 summary: train_cos_loss : 0.029013, train_cro_loss : 7.0677, train_tot_loss : 0.0297, vocab_cos_loss : 0.015374, 
epoch   5 summary: train_cos_loss : 0.025334, train_cro_loss : 6.7661, train_tot_loss : 0.0260, vocab_cos_loss : 0.013273, 
epoch   6 summary: train_cos_loss : 0.022883, train_cro_loss : 7.0004, train_tot_loss : 0.0236, vocab_cos_loss : 0.011214, 
epoch   7 summary: train_cos_loss : 0.021440, train_cro_loss : 6.5787, train_tot_loss : 0.0221, vocab_cos_loss : 0.010917, 
epoch   8 summary: train_cos_loss : 0.020485, train_cro_loss : 6.8195, train_tot_loss : 0.0212, vocab_cos_loss : 0.009904, 
epoch   9 summary: train_cos_loss : 0.019744, train_cro_loss : 6.8525, train_tot_loss : 0.0204, vocab_cos_loss : 0.009805, 
epoch  10 summary: train_cos_loss : 0.019340, train_cro_loss : 7.1714, train_tot_loss : 0.0201, vocab_cos_loss : 0.008756, 
train loss: 6.9814, accuracy: 0.0176
epoch  11 summary: train_cos_loss : 0.018886, train_cro_loss : 6.9807, train_tot_loss : 0.0196, vocab_cos_loss : 0.008488, 
epoch  12 summary: train_cos_loss : 0.018611, train_cro_loss : 7.4324, train_tot_loss : 0.0194, vocab_cos_loss : 0.008010, 
epoch  13 summary: train_cos_loss : 0.018392, train_cro_loss : 7.3897, train_tot_loss : 0.0191, vocab_cos_loss : 0.007351, 
epoch  14 summary: train_cos_loss : 0.018183, train_cro_loss : 7.4511, train_tot_loss : 0.0189, vocab_cos_loss : 0.007173, 
epoch  15 summary: train_cos_loss : 0.018049, train_cro_loss : 7.2717, train_tot_loss : 0.0188, vocab_cos_loss : 0.006704, 
epoch  16 summary: train_cos_loss : 0.017970, train_cro_loss : 7.3272, train_tot_loss : 0.0187, vocab_cos_loss : 0.006425, 
epoch  17 summary: train_cos_loss : 0.017928, train_cro_loss : 7.2904, train_tot_loss : 0.0187, vocab_cos_loss : 0.006206, 
epoch  18 summary: train_cos_loss : 0.017872, train_cro_loss : 7.2481, train_tot_loss : 0.0186, vocab_cos_loss : 0.005705, 
epoch  19 summary: train_cos_loss : 0.017795, train_cro_loss : 7.1207, train_tot_loss : 0.0185, vocab_cos_loss : 0.005599, 
epoch  20 summary: train_cos_loss : 0.017731, train_cro_loss : 7.2191, train_tot_loss : 0.0185, vocab_cos_loss : 0.005380, 
train loss: 7.1295, accuracy: 0.0098
epoch  21 summary: train_cos_loss : 0.017689, train_cro_loss : 7.1239, train_tot_loss : 0.0184, vocab_cos_loss : 0.005236, 
epoch  22 summary: train_cos_loss : 0.017628, train_cro_loss : 7.1994, train_tot_loss : 0.0183, vocab_cos_loss : 0.005034, 
epoch  23 summary: train_cos_loss : 0.017568, train_cro_loss : 7.1785, train_tot_loss : 0.0183, vocab_cos_loss : 0.004900, 
epoch  24 summary: train_cos_loss : 0.017505, train_cro_loss : 7.1485, train_tot_loss : 0.0182, vocab_cos_loss : 0.004798, 
epoch  25 summary: train_cos_loss : 0.017479, train_cro_loss : 7.1602, train_tot_loss : 0.0182, vocab_cos_loss : 0.005574, 
epoch  26 summary: train_cos_loss : 0.017464, train_cro_loss : 7.1533, train_tot_loss : 0.0182, vocab_cos_loss : 0.005574, 
epoch  27 summary: train_cos_loss : 0.017418, train_cro_loss : 7.1487, train_tot_loss : 0.0181, vocab_cos_loss : 0.005574, 
