Before CTE Training: train eu loss: 0.27162909507751465, eval eu loss: 1.400346279144287
Before CTE Training: train eu acc: 1.0, eval eu acc: 0.576171875
epoch   0 summary: train_cos_loss : 0.081675, train_cro_loss : 4.8490, train_tot_loss : 1.5119, vocab_cos_loss : 0.049055, 
train loss: 3.1211, accuracy: 0.3398
epoch   1 summary: train_cos_loss : 0.069881, train_cro_loss : 2.2867, train_tot_loss : 0.7349, vocab_cos_loss : 0.034080, 
epoch   2 summary: train_cos_loss : 0.061073, train_cro_loss : 1.3591, train_tot_loss : 0.4505, vocab_cos_loss : 0.024399, 
epoch   3 summary: train_cos_loss : 0.058700, train_cro_loss : 1.5331, train_tot_loss : 0.5010, vocab_cos_loss : 0.018785, 
epoch   4 summary: train_cos_loss : 0.056156, train_cro_loss : 0.8214, train_tot_loss : 0.2857, vocab_cos_loss : 0.015374, 
epoch   5 summary: train_cos_loss : 0.053250, train_cro_loss : 1.1702, train_tot_loss : 0.3883, vocab_cos_loss : 0.013273, 
epoch   6 summary: train_cos_loss : 0.051742, train_cro_loss : 0.8157, train_tot_loss : 0.2809, vocab_cos_loss : 0.011214, 
epoch   7 summary: train_cos_loss : 0.051068, train_cro_loss : 0.8249, train_tot_loss : 0.2832, vocab_cos_loss : 0.010917, 
epoch   8 summary: train_cos_loss : 0.049198, train_cro_loss : 0.5037, train_tot_loss : 0.1855, vocab_cos_loss : 0.009904, 
epoch   9 summary: train_cos_loss : 0.048158, train_cro_loss : 0.4123, train_tot_loss : 0.1574, vocab_cos_loss : 0.009805, 
epoch  10 summary: train_cos_loss : 0.046161, train_cro_loss : 0.2943, train_tot_loss : 0.1206, vocab_cos_loss : 0.008756, 
train loss: 0.3372, accuracy: 0.9160
epoch  11 summary: train_cos_loss : 0.042631, train_cro_loss : 0.2339, train_tot_loss : 0.1000, vocab_cos_loss : 0.008488, 
epoch  12 summary: train_cos_loss : 0.042701, train_cro_loss : 0.2371, train_tot_loss : 0.1010, vocab_cos_loss : 0.008010, 
epoch  13 summary: train_cos_loss : 0.043263, train_cro_loss : 0.1949, train_tot_loss : 0.0888, vocab_cos_loss : 0.007351, 
epoch  14 summary: train_cos_loss : 0.042150, train_cro_loss : 0.1410, train_tot_loss : 0.0718, vocab_cos_loss : 0.007173, 
epoch  15 summary: train_cos_loss : 0.040450, train_cro_loss : 0.1726, train_tot_loss : 0.0801, vocab_cos_loss : 0.006704, 
epoch  16 summary: train_cos_loss : 0.040705, train_cro_loss : 0.1305, train_tot_loss : 0.0677, vocab_cos_loss : 0.006425, 
epoch  17 summary: train_cos_loss : 0.040453, train_cro_loss : 0.1143, train_tot_loss : 0.0626, vocab_cos_loss : 0.006206, 
epoch  18 summary: train_cos_loss : 0.039629, train_cro_loss : 0.1161, train_tot_loss : 0.0626, vocab_cos_loss : 0.005705, 
epoch  19 summary: train_cos_loss : 0.039238, train_cro_loss : 0.1104, train_tot_loss : 0.0606, vocab_cos_loss : 0.005599, 
epoch  20 summary: train_cos_loss : 0.037613, train_cro_loss : 0.0453, train_tot_loss : 0.0399, vocab_cos_loss : 0.005380, 
train loss: 0.0468, accuracy: 0.9902
epoch  21 summary: train_cos_loss : 0.036571, train_cro_loss : 0.0346, train_tot_loss : 0.0360, vocab_cos_loss : 0.005236, 
epoch  22 summary: train_cos_loss : 0.035892, train_cro_loss : 0.0307, train_tot_loss : 0.0343, vocab_cos_loss : 0.005034, 
epoch  23 summary: train_cos_loss : 0.035351, train_cro_loss : 0.0265, train_tot_loss : 0.0327, vocab_cos_loss : 0.004900, 
epoch  24 summary: train_cos_loss : 0.034733, train_cro_loss : 0.0182, train_tot_loss : 0.0298, vocab_cos_loss : 0.004798, 
epoch  25 summary: train_cos_loss : 0.033707, train_cro_loss : 0.0141, train_tot_loss : 0.0278, vocab_cos_loss : 0.005574, 
epoch  26 summary: train_cos_loss : 0.032781, train_cro_loss : 0.0066, train_tot_loss : 0.0249, vocab_cos_loss : 0.005574, 
epoch  27 summary: train_cos_loss : 0.031309, train_cro_loss : 0.0059, train_tot_loss : 0.0237, vocab_cos_loss : 0.005574, 
epoch  28 summary: train_cos_loss : 0.030632, train_cro_loss : 0.0052, train_tot_loss : 0.0230, vocab_cos_loss : 0.005574, 
epoch  29 summary: train_cos_loss : 0.030023, train_cro_loss : 0.0051, train_tot_loss : 0.0225, vocab_cos_loss : 0.005574, 
epoch  30 summary: train_cos_loss : 0.029532, train_cro_loss : 0.0046, train_tot_loss : 0.0220, vocab_cos_loss : 0.005574, 
train loss: 0.0048, accuracy: 1.0000
epoch  31 summary: train_cos_loss : 0.029271, train_cro_loss : 0.0047, train_tot_loss : 0.0219, vocab_cos_loss : 0.005574, 
epoch  32 summary: train_cos_loss : 0.029035, train_cro_loss : 0.0044, train_tot_loss : 0.0216, vocab_cos_loss : 0.005574, 
epoch  33 summary: train_cos_loss : 0.028874, train_cro_loss : 0.0043, train_tot_loss : 0.0215, vocab_cos_loss : 0.005574, 
epoch  34 summary: train_cos_loss : 0.028708, train_cro_loss : 0.0043, train_tot_loss : 0.0214, vocab_cos_loss : 0.005574, 
epoch  35 summary: train_cos_loss : 0.028582, train_cro_loss : 0.0043, train_tot_loss : 0.0213, vocab_cos_loss : 0.005574, 
epoch  36 summary: train_cos_loss : 0.028590, train_cro_loss : 0.0042, train_tot_loss : 0.0213, vocab_cos_loss : 0.005574, 
epoch  37 summary: train_cos_loss : 0.028511, train_cro_loss : 0.0042, train_tot_loss : 0.0212, vocab_cos_loss : 0.005574, 
epoch  38 summary: train_cos_loss : 0.028437, train_cro_loss : 0.0042, train_tot_loss : 0.0212, vocab_cos_loss : 0.005574, 
epoch  39 summary: train_cos_loss : 0.028361, train_cro_loss : 0.0042, train_tot_loss : 0.0211, vocab_cos_loss : 0.005574, 
epoch  40 summary: train_cos_loss : 0.028306, train_cro_loss : 0.0042, train_tot_loss : 0.0211, vocab_cos_loss : 0.005574, 
train loss: 0.0042, accuracy: 1.0000
epoch  41 summary: train_cos_loss : 0.028259, train_cro_loss : 0.0042, train_tot_loss : 0.0210, vocab_cos_loss : 0.005574, 
epoch  42 summary: train_cos_loss : 0.028214, train_cro_loss : 0.0042, train_tot_loss : 0.0210, vocab_cos_loss : 0.005574, 
epoch  43 summary: train_cos_loss : 0.028169, train_cro_loss : 0.0042, train_tot_loss : 0.0210, vocab_cos_loss : 0.005574, 
