Before CTE Training: train eu loss: 0.27162909507751465, eval eu loss: 1.400346279144287
Before CTE Training: train eu acc: 1.0, eval eu acc: 0.576171875
epoch   0 summary: train_cos_loss : 0.081667, train_cro_loss : 4.8491, train_tot_loss : 0.5584, vocab_cos_loss : 0.049055, 
train loss: 3.1243, accuracy: 0.3379
epoch   1 summary: train_cos_loss : 0.069829, train_cro_loss : 2.2883, train_tot_loss : 0.2917, vocab_cos_loss : 0.034080, 
epoch   2 summary: train_cos_loss : 0.060839, train_cro_loss : 1.3600, train_tot_loss : 0.1908, vocab_cos_loss : 0.024399, 
epoch   3 summary: train_cos_loss : 0.057155, train_cro_loss : 1.5755, train_tot_loss : 0.2090, vocab_cos_loss : 0.018785, 
epoch   4 summary: train_cos_loss : 0.054484, train_cro_loss : 0.8648, train_tot_loss : 0.1355, vocab_cos_loss : 0.015374, 
epoch   5 summary: train_cos_loss : 0.050263, train_cro_loss : 1.2411, train_tot_loss : 0.1693, vocab_cos_loss : 0.013273, 
epoch   6 summary: train_cos_loss : 0.049281, train_cro_loss : 0.8634, train_tot_loss : 0.1307, vocab_cos_loss : 0.011214, 
epoch   7 summary: train_cos_loss : 0.047853, train_cro_loss : 0.8745, train_tot_loss : 0.1305, vocab_cos_loss : 0.010917, 
epoch   8 summary: train_cos_loss : 0.046217, train_cro_loss : 0.5539, train_tot_loss : 0.0970, vocab_cos_loss : 0.009904, 
epoch   9 summary: train_cos_loss : 0.044395, train_cro_loss : 0.4425, train_tot_loss : 0.0842, vocab_cos_loss : 0.009805, 
epoch  10 summary: train_cos_loss : 0.041730, train_cro_loss : 0.3508, train_tot_loss : 0.0726, vocab_cos_loss : 0.008756, 
train loss: 0.3814, accuracy: 0.9082
epoch  11 summary: train_cos_loss : 0.038973, train_cro_loss : 0.2719, train_tot_loss : 0.0623, vocab_cos_loss : 0.008488, 
epoch  12 summary: train_cos_loss : 0.037861, train_cro_loss : 0.3097, train_tot_loss : 0.0650, vocab_cos_loss : 0.008010, 
epoch  13 summary: train_cos_loss : 0.038146, train_cro_loss : 0.2377, train_tot_loss : 0.0581, vocab_cos_loss : 0.007351, 
epoch  14 summary: train_cos_loss : 0.036545, train_cro_loss : 0.1752, train_tot_loss : 0.0504, vocab_cos_loss : 0.007173, 
epoch  15 summary: train_cos_loss : 0.035600, train_cro_loss : 0.2029, train_tot_loss : 0.0523, vocab_cos_loss : 0.006704, 
epoch  16 summary: train_cos_loss : 0.035313, train_cro_loss : 0.1718, train_tot_loss : 0.0490, vocab_cos_loss : 0.006425, 
epoch  17 summary: train_cos_loss : 0.034956, train_cro_loss : 0.1751, train_tot_loss : 0.0490, vocab_cos_loss : 0.006206, 
epoch  18 summary: train_cos_loss : 0.035198, train_cro_loss : 0.1248, train_tot_loss : 0.0442, vocab_cos_loss : 0.005705, 
epoch  19 summary: train_cos_loss : 0.034620, train_cro_loss : 0.1431, train_tot_loss : 0.0455, vocab_cos_loss : 0.005599, 
epoch  20 summary: train_cos_loss : 0.033548, train_cro_loss : 0.0682, train_tot_loss : 0.0370, vocab_cos_loss : 0.005380, 
train loss: 0.0666, accuracy: 0.9941
epoch  21 summary: train_cos_loss : 0.032207, train_cro_loss : 0.0500, train_tot_loss : 0.0340, vocab_cos_loss : 0.005236, 
epoch  22 summary: train_cos_loss : 0.031484, train_cro_loss : 0.0493, train_tot_loss : 0.0333, vocab_cos_loss : 0.005034, 
epoch  23 summary: train_cos_loss : 0.030567, train_cro_loss : 0.0367, train_tot_loss : 0.0312, vocab_cos_loss : 0.004900, 
epoch  24 summary: train_cos_loss : 0.029952, train_cro_loss : 0.0306, train_tot_loss : 0.0300, vocab_cos_loss : 0.004798, 
epoch  25 summary: train_cos_loss : 0.029132, train_cro_loss : 0.0259, train_tot_loss : 0.0288, vocab_cos_loss : 0.005574, 
epoch  26 summary: train_cos_loss : 0.028321, train_cro_loss : 0.0141, train_tot_loss : 0.0269, vocab_cos_loss : 0.005574, 
epoch  27 summary: train_cos_loss : 0.027229, train_cro_loss : 0.0143, train_tot_loss : 0.0259, vocab_cos_loss : 0.005574, 
epoch  28 summary: train_cos_loss : 0.026612, train_cro_loss : 0.0118, train_tot_loss : 0.0251, vocab_cos_loss : 0.005574, 
epoch  29 summary: train_cos_loss : 0.026009, train_cro_loss : 0.0122, train_tot_loss : 0.0246, vocab_cos_loss : 0.005574, 
epoch  30 summary: train_cos_loss : 0.025621, train_cro_loss : 0.0107, train_tot_loss : 0.0241, vocab_cos_loss : 0.005574, 
train loss: 0.0104, accuracy: 1.0000
epoch  31 summary: train_cos_loss : 0.025404, train_cro_loss : 0.0104, train_tot_loss : 0.0239, vocab_cos_loss : 0.005574, 
epoch  32 summary: train_cos_loss : 0.025266, train_cro_loss : 0.0102, train_tot_loss : 0.0238, vocab_cos_loss : 0.005574, 
epoch  33 summary: train_cos_loss : 0.025142, train_cro_loss : 0.0100, train_tot_loss : 0.0236, vocab_cos_loss : 0.005574, 
epoch  34 summary: train_cos_loss : 0.025033, train_cro_loss : 0.0101, train_tot_loss : 0.0235, vocab_cos_loss : 0.005574, 
epoch  35 summary: train_cos_loss : 0.024997, train_cro_loss : 0.0100, train_tot_loss : 0.0235, vocab_cos_loss : 0.005574, 
epoch  36 summary: train_cos_loss : 0.024878, train_cro_loss : 0.0101, train_tot_loss : 0.0234, vocab_cos_loss : 0.005574, 
epoch  37 summary: train_cos_loss : 0.024850, train_cro_loss : 0.0100, train_tot_loss : 0.0234, vocab_cos_loss : 0.005574, 
epoch  38 summary: train_cos_loss : 0.024799, train_cro_loss : 0.0100, train_tot_loss : 0.0233, vocab_cos_loss : 0.005574, 
epoch  39 summary: train_cos_loss : 0.024719, train_cro_loss : 0.0101, train_tot_loss : 0.0233, vocab_cos_loss : 0.005574, 
epoch  40 summary: train_cos_loss : 0.024690, train_cro_loss : 0.0101, train_tot_loss : 0.0232, vocab_cos_loss : 0.005574, 
train loss: 0.0102, accuracy: 1.0000
epoch  41 summary: train_cos_loss : 0.024633, train_cro_loss : 0.0102, train_tot_loss : 0.0232, vocab_cos_loss : 0.005574, 
epoch  42 summary: train_cos_loss : 0.024593, train_cro_loss : 0.0103, train_tot_loss : 0.0232, vocab_cos_loss : 0.005574, 
epoch  43 summary: train_cos_loss : 0.024572, train_cro_loss : 0.0103, train_tot_loss : 0.0231, vocab_cos_loss : 0.005574, 
epoch  44 summary: train_cos_loss : 0.024558, train_cro_loss : 0.0103, train_tot_loss : 0.0231, vocab_cos_loss : 0.005574, 
epoch  45 summary: train_cos_loss : 0.024544, train_cro_loss : 0.0103, train_tot_loss : 0.0231, vocab_cos_loss : 0.005574, 
epoch  46 summary: train_cos_loss : 0.024546, train_cro_loss : 0.0102, train_tot_loss : 0.0231, vocab_cos_loss : 0.005574, 
epoch  47 summary: train_cos_loss : 0.024544, train_cro_loss : 0.0102, train_tot_loss : 0.0231, vocab_cos_loss : 0.005574, 
epoch  48 summary: train_cos_loss : 0.024543, train_cro_loss : 0.0102, train_tot_loss : 0.0231, vocab_cos_loss : 0.005574, 
epoch  49 summary: train_cos_loss : 0.024529, train_cro_loss : 0.0103, train_tot_loss : 0.0231, vocab_cos_loss : 0.005574, 
epoch  50 summary: train_cos_loss : 0.024526, train_cro_loss : 0.0103, train_tot_loss : 0.0231, vocab_cos_loss : 0.005571, 
train loss: 0.0103, accuracy: 1.0000
epoch  51 summary: train_cos_loss : 0.024525, train_cro_loss : 0.0103, train_tot_loss : 0.0231, vocab_cos_loss : 0.005571, 
epoch  52 summary: train_cos_loss : 0.024525, train_cro_loss : 0.0103, train_tot_loss : 0.0231, vocab_cos_loss : 0.005571, 
epoch  53 summary: train_cos_loss : 0.024525, train_cro_loss : 0.0103, train_tot_loss : 0.0231, vocab_cos_loss : 0.005571, 
epoch  54 summary: train_cos_loss : 0.024525, train_cro_loss : 0.0103, train_tot_loss : 0.0231, vocab_cos_loss : 0.005571, 
epoch  55 summary: train_cos_loss : 0.024525, train_cro_loss : 0.0103, train_tot_loss : 0.0231, vocab_cos_loss : 0.005571, 
epoch  56 summary: train_cos_loss : 0.024525, train_cro_loss : 0.0103, train_tot_loss : 0.0231, vocab_cos_loss : 0.005571, 
epoch  57 summary: train_cos_loss : 0.024525, train_cro_loss : 0.0103, train_tot_loss : 0.0231, vocab_cos_loss : 0.005571, 
epoch  58 summary: train_cos_loss : 0.024523, train_cro_loss : 0.0103, train_tot_loss : 0.0231, vocab_cos_loss : 0.005571, 
epoch  59 summary: train_cos_loss : 0.024523, train_cro_loss : 0.0103, train_tot_loss : 0.0231, vocab_cos_loss : 0.005571, 
epoch  60 summary: train_cos_loss : 0.024524, train_cro_loss : 0.0102, train_tot_loss : 0.0231, vocab_cos_loss : 0.005571, 
train loss: 0.0102, accuracy: 1.0000
epoch  61 summary: train_cos_loss : 0.024519, train_cro_loss : 0.0102, train_tot_loss : 0.0231, vocab_cos_loss : 0.005571, 
epoch  62 summary: train_cos_loss : 0.024511, train_cro_loss : 0.0102, train_tot_loss : 0.0231, vocab_cos_loss : 0.005571, 
epoch  63 summary: train_cos_loss : 0.024504, train_cro_loss : 0.0102, train_tot_loss : 0.0231, vocab_cos_loss : 0.005571, 
