Before CTE Training: train eu loss: 0.2869470715522766, eval eu loss: 1.400346279144287
Before CTE Training: train eu acc: 1.0, eval eu acc: 0.576171875
epoch   0 summary: train_cos_loss : 0.083065, train_cro_loss : 4.7998, train_tot_loss : 0.5547, vocab_cos_loss : 0.048961, 
train loss: 3.3842, accuracy: 0.2666
epoch   1 summary: train_cos_loss : 0.071687, train_cro_loss : 2.4769, train_tot_loss : 0.3122, vocab_cos_loss : 0.032744, 
epoch   2 summary: train_cos_loss : 0.064757, train_cro_loss : 1.5674, train_tot_loss : 0.2150, vocab_cos_loss : 0.023395, 
epoch   3 summary: train_cos_loss : 0.060772, train_cro_loss : 1.2750, train_tot_loss : 0.1822, vocab_cos_loss : 0.019352, 
epoch   4 summary: train_cos_loss : 0.057623, train_cro_loss : 0.9385, train_tot_loss : 0.1457, vocab_cos_loss : 0.015223, 
epoch   5 summary: train_cos_loss : 0.054284, train_cro_loss : 0.9506, train_tot_loss : 0.1439, vocab_cos_loss : 0.013763, 
epoch   6 summary: train_cos_loss : 0.051197, train_cro_loss : 0.8848, train_tot_loss : 0.1346, vocab_cos_loss : 0.012013, 
epoch   7 summary: train_cos_loss : 0.048542, train_cro_loss : 0.4857, train_tot_loss : 0.0923, vocab_cos_loss : 0.010948, 
epoch   8 summary: train_cos_loss : 0.045988, train_cro_loss : 0.4264, train_tot_loss : 0.0840, vocab_cos_loss : 0.010204, 
epoch   9 summary: train_cos_loss : 0.043985, train_cro_loss : 0.4057, train_tot_loss : 0.0802, vocab_cos_loss : 0.008859, 
epoch  10 summary: train_cos_loss : 0.042519, train_cro_loss : 0.2747, train_tot_loss : 0.0657, vocab_cos_loss : 0.008357, 
train loss: 0.2670, accuracy: 0.9414
epoch  11 summary: train_cos_loss : 0.040985, train_cro_loss : 0.1858, train_tot_loss : 0.0555, vocab_cos_loss : 0.007569, 
epoch  12 summary: train_cos_loss : 0.039186, train_cro_loss : 0.2268, train_tot_loss : 0.0579, vocab_cos_loss : 0.007665, 
epoch  13 summary: train_cos_loss : 0.039199, train_cro_loss : 0.2808, train_tot_loss : 0.0634, vocab_cos_loss : 0.006690, 
epoch  14 summary: train_cos_loss : 0.039005, train_cro_loss : 0.2201, train_tot_loss : 0.0571, vocab_cos_loss : 0.006414, 
epoch  15 summary: train_cos_loss : 0.037855, train_cro_loss : 0.0844, train_tot_loss : 0.0425, vocab_cos_loss : 0.006348, 
epoch  16 summary: train_cos_loss : 0.035554, train_cro_loss : 0.0854, train_tot_loss : 0.0405, vocab_cos_loss : 0.005987, 
epoch  17 summary: train_cos_loss : 0.034531, train_cro_loss : 0.0365, train_tot_loss : 0.0347, vocab_cos_loss : 0.005704, 
epoch  18 summary: train_cos_loss : 0.032434, train_cro_loss : 0.0382, train_tot_loss : 0.0330, vocab_cos_loss : 0.005526, 
epoch  19 summary: train_cos_loss : 0.031461, train_cro_loss : 0.0263, train_tot_loss : 0.0309, vocab_cos_loss : 0.005369, 
epoch  20 summary: train_cos_loss : 0.030405, train_cro_loss : 0.0264, train_tot_loss : 0.0300, vocab_cos_loss : 0.005320, 
train loss: 0.0226, accuracy: 0.9990
epoch  21 summary: train_cos_loss : 0.030195, train_cro_loss : 0.0198, train_tot_loss : 0.0292, vocab_cos_loss : 0.005200, 
epoch  22 summary: train_cos_loss : 0.029116, train_cro_loss : 0.0169, train_tot_loss : 0.0279, vocab_cos_loss : 0.005185, 
epoch  23 summary: train_cos_loss : 0.028763, train_cro_loss : 0.0183, train_tot_loss : 0.0277, vocab_cos_loss : 0.005141, 
epoch  24 summary: train_cos_loss : 0.028475, train_cro_loss : 0.0183, train_tot_loss : 0.0275, vocab_cos_loss : 0.005135, 
epoch  25 summary: train_cos_loss : 0.028264, train_cro_loss : 0.0140, train_tot_loss : 0.0268, vocab_cos_loss : 0.005812, 
epoch  26 summary: train_cos_loss : 0.027809, train_cro_loss : 0.0130, train_tot_loss : 0.0263, vocab_cos_loss : 0.005812, 
epoch  27 summary: train_cos_loss : 0.027441, train_cro_loss : 0.0122, train_tot_loss : 0.0259, vocab_cos_loss : 0.005812, 
epoch  28 summary: train_cos_loss : 0.027112, train_cro_loss : 0.0120, train_tot_loss : 0.0256, vocab_cos_loss : 0.005812, 
epoch  29 summary: train_cos_loss : 0.026834, train_cro_loss : 0.0117, train_tot_loss : 0.0253, vocab_cos_loss : 0.005812, 
epoch  30 summary: train_cos_loss : 0.026657, train_cro_loss : 0.0114, train_tot_loss : 0.0251, vocab_cos_loss : 0.005812, 
train loss: 0.0115, accuracy: 1.0000
epoch  31 summary: train_cos_loss : 0.026446, train_cro_loss : 0.0114, train_tot_loss : 0.0249, vocab_cos_loss : 0.005812, 
epoch  32 summary: train_cos_loss : 0.026355, train_cro_loss : 0.0113, train_tot_loss : 0.0248, vocab_cos_loss : 0.005812, 
epoch  33 summary: train_cos_loss : 0.026263, train_cro_loss : 0.0113, train_tot_loss : 0.0248, vocab_cos_loss : 0.005812, 
epoch  34 summary: train_cos_loss : 0.026139, train_cro_loss : 0.0113, train_tot_loss : 0.0247, vocab_cos_loss : 0.005812, 
epoch  35 summary: train_cos_loss : 0.026050, train_cro_loss : 0.0113, train_tot_loss : 0.0246, vocab_cos_loss : 0.005812, 
epoch  36 summary: train_cos_loss : 0.026012, train_cro_loss : 0.0113, train_tot_loss : 0.0245, vocab_cos_loss : 0.005812, 
epoch  37 summary: train_cos_loss : 0.025953, train_cro_loss : 0.0114, train_tot_loss : 0.0245, vocab_cos_loss : 0.005812, 
